Quantify Compound Summary Report 

Printed Mon Apr 19 16:14:00 2021

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area	1Area
19	19	TQS3_210326_019	20190528_C_C-LC	7.81	49	
20	20	TQS3_210326_020	20190819_C_K-LC	7.91	163	256
21	21	TQS3_210326_021	20190819_C_N-LC	7.90	159	270
22	22	TQS3_210326_022	20200304_C_Fg-LC	7.92	18424	19316
23	23	TQS3_210326_023	20200304_C_Hg-LC	7.91	31518	35414
24	24	TQS3_210326_024	20200304_C_Ht-LC	7.91	32886	34941
25	25	TQS3_210326_025	20200304_C_Kg-LC	7.92	2642	2809
26	26	TQS3_210326_026	20200820_C_E-LC	7.91	16	120
27	27	TQS3_210326_027	20200831_S_1_12-LC	7.92	217	
28	28	TQS3_210326_028	20190510_S_1_9-LC			
29	29	TQS3_210326_029	20190511_C_I-LC	7.93	384	170
30	30	TQS3_210326_030	20190511_C_J-LC	7.93	31	188
31	31	TQS3_210326_031	20190511_C_K-LC	7.92	87	86
32	32	TQS3_210326_032	20190511_C_L-LC	7.92	10994	12223
33	33	TQS3_210326_033	20190511_C_M-LC			
34	34	TQS3_210326_034	20190511_C_N-LC			
35	35	TQS3_210326_035	20190511_C_O-LC			
36	36	TQS3_210326_036	20190528_C_A-LC			
37	37	TQS3_210326_037	20190528_C_B-LC	7.94	43	
38	38	TQS3_210326_038	20190528_C_D-LC	7.93	21	262
39	39	TQS3_210326_039	20190528_C_E-LC	7.92	213	314
40	40	TQS3_210326_040	20190528_C_H-LC			
41	41	TQS3_210326_041	20190606_W_1_2-LC			
42	42	TQS3_210326_042	20190615_S_1_9-LC			
43	43	TQS3_210326_043	20190819_C_J-LC			
44	44	TQS3_210326_044	20190819_C_M-LC	7.91	20	
45	45	TQS3_210326_045	20190819_C_P-LC	7.91	827	786
46	46	TQS3_210326_046	20190819_C_Q-LC			
47	47	TQS3_210326_047	20200304_C_Eg-LC	7.92	9508	9775
48	48	TQS3_210326_048	20200304_C_Et-LC	7.93	26801	27343
49	49	TQS3_210326_049	20200304_C_Ft-LC	7.93	23994	24031
50	50	TQS3_210326_050	20200304_C_Ig-LC	7.93	77591	81187
51	51	TQS3_210326_051	20200304_C_It-LC	7.92	37098	38203
52	52	TQS3_210326_052	20200304_C_Jg-LC	7.93	4227	4272
53	53	TQS3_210326_053	20200304_C_Jt-LC	7.93	4431	4178
54	54	TQS3_210326_054	20200304_C_Kt-LC	7.73	649	650
55	55	TQS3_210326_055	20200627_S_1_5-LC	7.80	60	798
56	56	TQS3_210326_056	20200701_S_1_12-LC	7.93	228	87
57	57	TQS3_210326_057	20200812_S_1_12-LC	7.93	459	617
58	58	TQS3_210326_058	20200820_C_A-LC			
59	59	TQS3_210326_059	20200820_C_B-LC			
60	60	TQS3_210326_060	20200820_C_D-LC			
61	61	TQS3_210326_061	20200820_C_Ft-LC	7.91	144464	152412
62	62	TQS3_210326_062	20190415_C_F-LC	7.91	196	203
63	63	TQS3_210326_063	Blank			
64	64	TQS3_210326_064	B3 Sta Blank			
65	65	TQS3_210326_065	B3 Sta 0.625	7.92	5406	6563
66	66	TQS3_210326_066	B3 Sta 1.25	7.93	12464	12845
67	67	TQS3_210326_067	B3 Sta 3.125	7.93	29133	33116
68	68	TQS3_210326_068	B3 Sta 6.25	7.93	61030	66992
69	69	TQS3_210326_069	B3 Sta 12.5	7.92	117120	126091
70	70	TQS3_210326_070	B3 Sta 25	7.92	249072	261010
71	71	TQS3_210326_071	B3 Sta 50	7.92	451136	466891
72	72	TQS3_210326_072	Blank			
73	73	TQS3_210326_073	B4 Sta Blank			
74	74	TQS3_210326_074	B4 Sta 0.625	7.93	5805	6523
75	75	TQS3_210326_075	B4 Sta 1.25			
76	76	TQS3_210326_076	B4 Sta 3.125	7.92	29980	32525
77	77	TQS3_210326_077	B4 Sta 6.25	7.91	61570	64697
78	78	TQS3_210326_078	B4 Sta 12.5	7.91	122640	134966
79	79	TQS3_210326_079	B4 Sta 25	7.91	243599	255504
80	80	TQS3_210326_080	B4 Sta 50	7.92	457749	477909
81	81	TQS3_210326_081	20201008_W_1_12-LC			
82	82	TQS3_210326_082	20201023_S_7-LC	7.91	188	119
83	83	TQS3_210326_083	20201023_S_8-LC	7.91	163	233
84	84	TQS3_210326_084	20190528_S_3-LC			
85	85	TQS3_210326_085	20190528_S_4-LC			
86	86	TQS3_210326_086	20190528_S_7-LC			
87	87	TQS3_210326_087	20190528_S_8_12-LC			
88	88	TQS3_210326_088	20190818_S_10_12-LC	7.83	37	739
89	89	TQS3_210326_089	20190818_S_2-LC	7.90	279	53
90	90	TQS3_210326_090	20190818_S_3-LC	7.88	76	370
91	91	TQS3_210326_091	20190818_S_4-LC	7.88	6	348
92	92	TQS3_210326_092	20190818_S_5-LC	7.89	315	469
93	93	TQS3_210326_093	20190818_S_6-LC	7.91	191	378
94	94	TQS3_210326_094	20190818_S_7-LC	7.91	711	415
95	95	TQS3_210326_095	20200617_S_1_4-LC	7.91	1972	2185
96	96	TQS3_210326_096	20200617_W_10_12-LC			
97	97	TQS3_210326_097	20200617_W_6-LC			
98	98	TQS3_210326_098	20200617_W_7-LC			
99	99	TQS3_210326_099	20200617_W_8_9-LC			
100	100	TQS3_210326_100	20200813_S_3-LC	7.92	375	289
101	101	TQS3_210326_101	20201023_S_1_2-LC	7.91	1064	1059
102	102	TQS3_210326_102	20201023_S_5-LC	7.86	42	63
103	103	TQS3_210326_103	20201023_S_6-LC			
104	104	TQS3_210326_104	20190528_S_2-LC			
105	105	TQS3_210326_105	20190528_S_5-LC			
106	106	TQS3_210326_106	20190528_S_6-LC			
107	107	TQS3_210326_107	20190818_S_1-LC	7.89	91	135
108	108	TQS3_210326_108	20190818_S_8_9-LC			
109	109	TQS3_210326_109	20200617_S_8_9-LC	7.91	434	305
110	110	TQS3_210326_110	20190528_W_1-LC	7.91	26	20
111	111	TQS3_210326_111	20200813_S_4-LC	7.89	31	
112	112	TQS3_210326_112	20200813_S_5-LC			
113	113	TQS3_210326_113	20200813_S_6-LC	7.91	123	130
114	114	TQS3_210326_114	20200813_S_7-LC			
115	115	TQS3_210326_115	20200813_S_8_12-LC	7.90	101	63
116	116	TQS3_210326_116	20200816_S_1-LC			
117	117	TQS3_210326_117	20200816_S_2-LC			
118	118	TQS3_210326_118	20200816_S_3-LC			
119	119	TQS3_210326_119	20200816_S_4-LC	7.88	39	72
120	120	TQS3_210326_120	20200816_S_5-LC	7.89	72	
121	121	TQS3_210326_121	20200924_S_1_9-LC	7.88	39	78
122	122	TQS3_210326_122	20201008_S_1_12-LC			
123	123	TQS3_210326_123	20200617_S_10_12-LC	7.89	372	448
124	124	TQS3_210326_124	20200617_S_5-LC	7.91	315	276
125	125	TQS3_210326_125	20200617_S_6-LC	7.88	123	351
126	126	TQS3_210326_126	20200617_S_7-LC	7.91	167	203
127	127	TQS3_210326_127	20200813_S_1_2-LC	7.90	45	
128	128	TQS3_210326_128	B4 Sta Blank			
129	129	TQS3_210326_129	B4 Sta 0.625	7.91	5913	6191
130	130	TQS3_210326_130	B4 Sta 1.25	7.90	11520	13083
131	131	TQS3_210326_131	B4 Sta 3.125	7.91	31061	33576
132	132	TQS3_210326_132	B4 Sta 6.25	7.91	61399	66358
133	133	TQS3_210326_133	B4 Sta 12.5	7.91	124716	134487
134	134	TQS3_210326_134	B4 Sta 25	7.91	252484	267401
135	135	TQS3_210326_135	B4 Sta 50	7.91	461290	481498

Compound 20:  Trifloxystrobin

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	7.99	1418680	463583
2	2	TQS3_210326_002	testd std 3.125 ng/ml	7.98	1480424	473881
3	3	TQS3_210326_003	testd std 3.125 ng/ml	7.97	1540696	496798
4	4	TQS3_210326_004	Blank	8.00	1170	542
5	5	TQS3_210326_005	B3 Sta Blank	8.01	1578	187
6	6	TQS3_210326_006	B3 Sta 0.625	7.99	318175	103910
7	7	TQS3_210326_007	B3 Sta 1.25	7.99	698168	228506
8	8	TQS3_210326_008	B3 Sta 3.125	7.99	1745951	574163
9	9	TQS3_210326_009	B3 Sta 6.25	7.99	3556631	1164996
10	10	TQS3_210326_010	B3 Sta 12.5	7.99	6406864	2170561
11	11	TQS3_210326_011	B3 Sta 25	7.98	9322112	4725804
12	12	TQS3_210326_012	B3 Sta 50	7.98	11052412	7646361
13	13	TQS3_210326_013	20190415_C_E-LC	8.00	39413	13620
14	14	TQS3_210326_014	20190528_C_F-LC			
15	15	TQS3_210326_015	20190615_W_1_9-LC	8.00	2982	877
16	16	TQS3_210326_016	20200304_C_P-LC	8.00	3300	1204
17	17	TQS3_210326_017	20200820_C_C-LC	8.01	2630	1116
18	18	TQS3_210326_018	20190511_C_G-LC	7.99	5956	2068
19	19	TQS3_210326_019	20190528_C_C-LC	8.00	3638	1340
20	20	TQS3_210326_020	20190819_C_K-LC	7.90	394	192
21	21	TQS3_210326_021	20190819_C_N-LC	7.90	533	487
22	22	TQS3_210326_022	20200304_C_Fg-LC	8.00	13886	4879
23	23	TQS3_210326_023	20200304_C_Hg-LC	7.99	11384	3856
24	24	TQS3_210326_024	20200304_C_Ht-LC	7.99	216001	72180
25	25	TQS3_210326_025	20200304_C_Kg-LC	8.00	25885	9606
26	26	TQS3_210326_026	20200820_C_E-LC	7.91	285	178
27	27	TQS3_210326_027	20200831_S_1_12-LC	7.99	5808	1937
28	28	TQS3_210326_028	20190510_S_1_9-LC	8.00	2963	1055
29	29	TQS3_210326_029	20190511_C_I-LC	8.01	3629	956
30	30	TQS3_210326_030	20190511_C_J-LC	7.93	277	327
31	31	TQS3_210326_031	20190511_C_K-LC	8.01	4051	1148
32	32	TQS3_210326_032	20190511_C_L-LC	8.00	59427	19610
33	33	TQS3_210326_033	20190511_C_M-LC	8.00	1855	217
34	34	TQS3_210326_034	20190511_C_N-LC			
35	35	TQS3_210326_035	20190511_C_O-LC	8.00	2200	202
36	36	TQS3_210326_036	20190528_C_A-LC	8.00	2493	705
37	37	TQS3_210326_037	20190528_C_B-LC	8.01	5555	1598
38	38	TQS3_210326_038	20190528_C_D-LC	7.93	291	276
39	39	TQS3_210326_039	20190528_C_E-LC	8.00	784186	260756
40	40	TQS3_210326_040	20190528_C_H-LC	8.01	3262	1270
41	41	TQS3_210326_041	20190606_W_1_2-LC			
42	42	TQS3_210326_042	20190615_S_1_9-LC	8.00	2088	641
43	43	TQS3_210326_043	20190819_C_J-LC	7.89	246	155
44	44	TQS3_210326_044	20190819_C_M-LC	8.00	1857	261
45	45	TQS3_210326_045	20190819_C_P-LC	7.90	1027	713
46	46	TQS3_210326_046	20190819_C_Q-LC	8.00	1822	1135
47	47	TQS3_210326_047	20200304_C_Eg-LC	8.00	5838	2431
48	48	TQS3_210326_048	20200304_C_Et-LC	8.01	79455	25259
49	49	TQS3_210326_049	20200304_C_Ft-LC	8.01	74936	24751
50	50	TQS3_210326_050	20200304_C_Ig-LC	8.01	8430	2488
51	51	TQS3_210326_051	20200304_C_It-LC	8.01	291162	95894
52	52	TQS3_210326_052	20200304_C_Jg-LC	8.00	10589	3712
53	53	TQS3_210326_053	20200304_C_Jt-LC			
54	54	TQS3_210326_054	20200304_C_Kt-LC	8.01	979618	321710
55	55	TQS3_210326_055	20200627_S_1_5-LC			
56	56	TQS3_210326_056	20200701_S_1_12-LC	8.01	4258	1506
57	57	TQS3_210326_057	20200812_S_1_12-LC			
58	58	TQS3_210326_058	20200820_C_A-LC	7.94	228	396
59	59	TQS3_210326_059	20200820_C_B-LC	7.99	1081	366
60	60	TQS3_210326_060	20200820_C_D-LC	7.99	711	344
61	61	TQS3_210326_061	20200820_C_Ft-LC	7.99	525166	176719
62	62	TQS3_210326_062	20190415_C_F-LC	7.99	2869	1049
63	63	TQS3_210326_063	Blank	8.00	1219	567
64	64	TQS3_210326_064	B3 Sta Blank	8.00	1038	737
65	65	TQS3_210326_065	B3 Sta 0.625	8.01	377392	123672
66	66	TQS3_210326_066	B3 Sta 1.25	8.01	782008	253906
67	67	TQS3_210326_067	B3 Sta 3.125	8.01	1867357	624011
68	68	TQS3_210326_068	B3 Sta 6.25	8.01	3847222	1269375
69	69	TQS3_210326_069	B3 Sta 12.5	8.00	6899601	2419532
70	70	TQS3_210326_070	B3 Sta 25	8.00	9575621	5096954
71	71	TQS3_210326_071	B3 Sta 50	7.98	11111998	7845440
72	72	TQS3_210326_072	Blank	7.90	193	56
73	73	TQS3_210326_073	B4 Sta Blank	8.00	11851	3947
74	74	TQS3_210326_074	B4 Sta 0.625	8.00	386893	123880
75	75	TQS3_210326_075	B4 Sta 1.25	8.00	1639	653
76	76	TQS3_210326_076	B4 Sta 3.125	8.00	1877939	618187
77	77	TQS3_210326_077	B4 Sta 6.25	7.99	3727873	1224131
78	78	TQS3_210326_078	B4 Sta 12.5	7.99	7099557	2512609
79	79	TQS3_210326_079	B4 Sta 25	7.99	9482596	4915461
80	80	TQS3_210326_080	B4 Sta 50	7.99	11095328	7780862
81	81	TQS3_210326_081	20201008_W_1_12-LC	7.99	22506	7113
82	82	TQS3_210326_082	20201023_S_7-LC	7.99	7289	2358
83	83	TQS3_210326_083	20201023_S_8-LC	7.99	5643	2443
84	84	TQS3_210326_084	20190528_S_3-LC	7.99	3625	937
85	85	TQS3_210326_085	20190528_S_4-LC	7.99	3853	1367
86	86	TQS3_210326_086	20190528_S_7-LC	8.00	4861	1642
87	87	TQS3_210326_087	20190528_S_8_12-LC	7.99	5772	1837
88	88	TQS3_210326_088	20190818_S_10_12-LC	7.88	969	543
89	89	TQS3_210326_089	20190818_S_2-LC	7.88	740	480
90	90	TQS3_210326_090	20190818_S_3-LC	7.89	667	192
91	91	TQS3_210326_091	20190818_S_4-LC	7.88	672	651
92	92	TQS3_210326_092	20190818_S_5-LC	7.88	742	448
93	93	TQS3_210326_093	20190818_S_6-LC	7.89	666	352
94	94	TQS3_210326_094	20190818_S_7-LC	7.88	1085	719
95	95	TQS3_210326_095	20200617_S_1_4-LC	7.98	65548	21485
96	96	TQS3_210326_096	20200617_W_10_12-LC	7.99	1566	605
97	97	TQS3_210326_097	20200617_W_6-LC	7.99	1373	162
98	98	TQS3_210326_098	20200617_W_7-LC	8.00	1057	433
99	99	TQS3_210326_099	20200617_W_8_9-LC	7.99	1072	163
100	100	TQS3_210326_100	20200813_S_3-LC	7.98	9801	3484
101	101	TQS3_210326_101	20201023_S_1_2-LC	8.00	7835	2353
102	102	TQS3_210326_102	20201023_S_5-LC	7.99	1455	498
103	103	TQS3_210326_103	20201023_S_6-LC	7.99	1253	773
104	104	TQS3_210326_104	20190528_S_2-LC	8.00	1510	553
105	105	TQS3_210326_105	20190528_S_5-LC	7.99	1999	446
106	106	TQS3_210326_106	20190528_S_6-LC	7.99	2950	1259
107	107	TQS3_210326_107	20190818_S_1-LC	7.88	344	88
108	108	TQS3_210326_108	20190818_S_8_9-LC	7.88	441	43
109	109	TQS3_210326_109	20200617_S_8_9-LC	7.99	14633	5279
110	110	TQS3_210326_110	20190528_W_1-LC	8.00	1075	558
111	111	TQS3_210326_111	20200813_S_4-LC	7.98	3540	1120
112	112	TQS3_210326_112	20200813_S_5-LC	7.98	3918	1385
113	113	TQS3_210326_113	20200813_S_6-LC	7.98	4330	1585
114	114	TQS3_210326_114	20200813_S_7-LC	8.00	3676	1315
115	115	TQS3_210326_115	20200813_S_8_12-LC	7.99	3916	1200
116	116	TQS3_210326_116	20200816_S_1-LC	7.98	2044	529
117	117	TQS3_210326_117	20200816_S_2-LC	7.97	1250	614
118	118	TQS3_210326_118	20200816_S_3-LC	7.97	333	451
119	119	TQS3_210326_119	20200816_S_4-LC	7.98	1417	454
120	120	TQS3_210326_120	20200816_S_5-LC	7.98	1719	1224
121	121	TQS3_210326_121	20200924_S_1_9-LC	7.98	13439	4541
122	122	TQS3_210326_122	20201008_S_1_12-LC	7.98	1695	645
123	123	TQS3_210326_123	20200617_S_10_12-LC	7.97	11836	3836
124	124	TQS3_210326_124	20200617_S_5-LC	7.98	6506	2009
125	125	TQS3_210326_125	20200617_S_6-LC	7.98	5917	2475
126	126	TQS3_210326_126	20200617_S_7-LC	7.98	7836	2442
127	127	TQS3_210326_127	20200813_S_1_2-LC	7.99	4989	1523
128	128	TQS3_210326_128	B4 Sta Blank	7.98	1115	530
129	129	TQS3_210326_129	B4 Sta 0.625	7.99	378301	123444
130	130	TQS3_210326_130	B4 Sta 1.25	7.98	738475	243627
131	131	TQS3_210326_131	B4 Sta 3.125	7.99	1895312	622018
132	132	TQS3_210326_132	B4 Sta 6.25	7.99	3759796	1228396
133	133	TQS3_210326_133	B4 Sta 12.5	7.99	6904307	2420736
134	134	TQS3_210326_134	B4 Sta 25	7.98	9457154	4904561
135	135	TQS3_210326_135	B4 Sta 50	7.98	11063056	7712242

Compound 21:  Difenoconazole

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	7.89	367489	210504
2	2	TQS3_210326_002	testd std 3.125 ng/ml	7.88	408466	222674
3	3	TQS3_210326_003	testd std 3.125 ng/ml	7.88	418952	222722
4	4	TQS3_210326_004	Blank	7.88	94	43
5	5	TQS3_210326_005	B3 Sta Blank	7.88	84	86
6	6	TQS3_210326_006	B3 Sta 0.625	7.90	81058	44368
7	7	TQS3_210326_007	B3 Sta 1.25	7.90	175920	94932
8	8	TQS3_210326_008	B3 Sta 3.125	7.90	439451	239222
9	9	TQS3_210326_009	B3 Sta 6.25	7.89	873085	477586
10	10	TQS3_210326_010	B3 Sta 12.5	7.89	1604749	889851
11	11	TQS3_210326_011	B3 Sta 25	7.88	3342818	1872193
12	12	TQS3_210326_012	B3 Sta 50	7.89	6045152	3495507
13	13	TQS3_210326_013	20190415_C_E-LC	7.90	64258	36008
14	14	TQS3_210326_014	20190528_C_F-LC	7.91	20268	11185
15	15	TQS3_210326_015	20190615_W_1_9-LC	7.91	772	374
16	16	TQS3_210326_016	20200304_C_P-LC	7.90	294386	165562
17	17	TQS3_210326_017	20200820_C_C-LC	7.90	110451	61266
18	18	TQS3_210326_018	20190511_C_G-LC	7.89	20465	11536
19	19	TQS3_210326_019	20190528_C_C-LC	7.89	13107	7743
20	20	TQS3_210326_020	20190819_C_K-LC	7.89	1402710	786914
21	21	TQS3_210326_021	20190819_C_N-LC	7.89	1862387	1052860
22	22	TQS3_210326_022	20200304_C_Fg-LC	7.90	9325	5410
23	23	TQS3_210326_023	20200304_C_Hg-LC	7.90	5996	3509
24	24	TQS3_210326_024	20200304_C_Ht-LC	7.89	33179	19259
25	25	TQS3_210326_025	20200304_C_Kg-LC	7.90	12713	6509
26	26	TQS3_210326_026	20200820_C_E-LC	7.89	65464	36070
27	27	TQS3_210326_027	20200831_S_1_12-LC	7.89	159409	91922
28	28	TQS3_210326_028	20190510_S_1_9-LC	7.89	16274	8962
29	29	TQS3_210326_029	20190511_C_I-LC	7.90	22072	12660
30	30	TQS3_210326_030	20190511_C_J-LC	7.90	130439	74501
31	31	TQS3_210326_031	20190511_C_K-LC	7.91	9638	4676
32	32	TQS3_210326_032	20190511_C_L-LC	7.91	137259	77954
33	33	TQS3_210326_033	20190511_C_M-LC	7.90	7679	4257
34	34	TQS3_210326_034	20190511_C_N-LC	7.89	17039	8969
35	35	TQS3_210326_035	20190511_C_O-LC	7.88	18181	10642
36	36	TQS3_210326_036	20190528_C_A-LC	7.90	22909	12526
37	37	TQS3_210326_037	20190528_C_B-LC	7.90	13863	6405
38	38	TQS3_210326_038	20190528_C_D-LC	7.90	58261	32685
39	39	TQS3_210326_039	20190528_C_E-LC	7.90	11807	6436
40	40	TQS3_210326_040	20190528_C_H-LC	7.90	27714	14549
41	41	TQS3_210326_041	20190606_W_1_2-LC			
42	42	TQS3_210326_042	20190615_S_1_9-LC	7.90	25539	14121
43	43	TQS3_210326_043	20190819_C_J-LC	7.89	913085	512844
44	44	TQS3_210326_044	20190819_C_M-LC	7.90	499136	279623
45	45	TQS3_210326_045	20190819_C_P-LC	7.90	3209711	1788936
46	46	TQS3_210326_046	20190819_C_Q-LC	7.89	514098	287542
47	47	TQS3_210326_047	20200304_C_Eg-LC	7.90	6737	3154
48	48	TQS3_210326_048	20200304_C_Et-LC	7.91	47275	26100
49	49	TQS3_210326_049	20200304_C_Ft-LC	7.91	28729	16540
50	50	TQS3_210326_050	20200304_C_Ig-LC	7.91	1245	834
51	51	TQS3_210326_051	20200304_C_It-LC	7.91	8288	3973
52	52	TQS3_210326_052	20200304_C_Jg-LC	7.91	8189	3856
53	53	TQS3_210326_053	20200304_C_Jt-LC	7.91	76475	42268
54	54	TQS3_210326_054	20200304_C_Kt-LC	7.91	572024	323644
55	55	TQS3_210326_055	20200627_S_1_5-LC	7.91	77401	44776
56	56	TQS3_210326_056	20200701_S_1_12-LC	7.91	74498	43555
57	57	TQS3_210326_057	20200812_S_1_12-LC	7.91	238592	137650
58	58	TQS3_210326_058	20200820_C_A-LC	7.90	28800	16139
59	59	TQS3_210326_059	20200820_C_B-LC	7.89	25	
60	60	TQS3_210326_060	20200820_C_D-LC	7.88	97	
61	61	TQS3_210326_061	20200820_C_Ft-LC	7.89	205515	119025
62	62	TQS3_210326_062	20190415_C_F-LC	7.90	4063	1053
63	63	TQS3_210326_063	Blank			
64	64	TQS3_210326_064	B3 Sta Blank	7.89	102	
65	65	TQS3_210326_065	B3 Sta 0.625	7.91	88676	50388
66	66	TQS3_210326_066	B3 Sta 1.25	7.91	184829	103724
67	67	TQS3_210326_067	B3 Sta 3.125	7.91	451821	254627
68	68	TQS3_210326_068	B3 Sta 6.25	7.91	909955	514318
69	69	TQS3_210326_069	B3 Sta 12.5	7.90	1711702	977030
70	70	TQS3_210326_070	B3 Sta 25	7.91	3548494	2034631
71	71	TQS3_210326_071	B3 Sta 50	7.90	6162270	3593358
72	72	TQS3_210326_072	Blank	7.81	56	586
73	73	TQS3_210326_073	B4 Sta Blank	7.90	1867	930
74	74	TQS3_210326_074	B4 Sta 0.625	7.90	92044	50635
75	75	TQS3_210326_075	B4 Sta 1.25	7.91	453	31
76	76	TQS3_210326_076	B4 Sta 3.125	7.90	456307	251661
77	77	TQS3_210326_077	B4 Sta 6.25	7.89	884711	489701
78	78	TQS3_210326_078	B4 Sta 12.5	7.89	1780150	1004672
79	79	TQS3_210326_079	B4 Sta 25	7.89	3429039	1961247
80	80	TQS3_210326_080	B4 Sta 50	7.90	6127097	3582205
81	81	TQS3_210326_081	20201008_W_1_12-LC	7.89	4976	3204
82	82	TQS3_210326_082	20201023_S_7-LC	7.89	149625	86462
83	83	TQS3_210326_083	20201023_S_8-LC	7.89	180282	108540
84	84	TQS3_210326_084	20190528_S_3-LC	7.89	38993	21847
85	85	TQS3_210326_085	20190528_S_4-LC	7.88	43603	23115
86	86	TQS3_210326_086	20190528_S_7-LC	7.88	45607	26062
87	87	TQS3_210326_087	20190528_S_8_12-LC	7.88	43061	21876
88	88	TQS3_210326_088	20190818_S_10_12-LC	7.88	3146496	1774855
89	89	TQS3_210326_089	20190818_S_2-LC	7.88	2369803	1302940
90	90	TQS3_210326_090	20190818_S_3-LC	7.88	2155888	1216692
91	91	TQS3_210326_091	20190818_S_4-LC	7.88	2221213	1240398
92	92	TQS3_210326_092	20190818_S_5-LC	7.88	2379425	1331696
93	93	TQS3_210326_093	20190818_S_6-LC	7.88	2352914	1319731
94	94	TQS3_210326_094	20190818_S_7-LC	7.88	3224095	1815547
95	95	TQS3_210326_095	20200617_S_1_4-LC	7.88	174885	100348
96	96	TQS3_210326_096	20200617_W_10_12-LC	7.89	1149	639
97	97	TQS3_210326_097	20200617_W_6-LC	7.89	1188	421
98	98	TQS3_210326_098	20200617_W_7-LC	7.88	335	302
99	99	TQS3_210326_099	20200617_W_8_9-LC	7.88	433	133
100	100	TQS3_210326_100	20200813_S_3-LC	7.88	620295	347439
101	101	TQS3_210326_101	20201023_S_1_2-LC	7.88	75626	43913
102	102	TQS3_210326_102	20201023_S_5-LC	7.89	102847	58271
103	103	TQS3_210326_103	20201023_S_6-LC	7.88	95283	54371
104	104	TQS3_210326_104	20190528_S_2-LC	7.88	15521	8638
105	105	TQS3_210326_105	20190528_S_5-LC	7.89	20305	11369
106	106	TQS3_210326_106	20190528_S_6-LC	7.89	23178	13590
107	107	TQS3_210326_107	20190818_S_1-LC	7.88	1425331	791985
108	108	TQS3_210326_108	20190818_S_8_9-LC	7.88	1431711	812879
109	109	TQS3_210326_109	20200617_S_8_9-LC	7.88	84217	48254
110	110	TQS3_210326_110	20190528_W_1-LC	7.89	837	113
111	111	TQS3_210326_111	20200813_S_4-LC	7.88	371014	209650
112	112	TQS3_210326_112	20200813_S_5-LC	7.88	340177	195922
113	113	TQS3_210326_113	20200813_S_6-LC	7.88	319301	179374
114	114	TQS3_210326_114	20200813_S_7-LC	7.88	254811	144003
115	115	TQS3_210326_115	20200813_S_8_12-LC	7.87	211463	118305
116	116	TQS3_210326_116	20200816_S_1-LC	7.88	100577	55991
117	117	TQS3_210326_117	20200816_S_2-LC	7.88	63177	34673
118	118	TQS3_210326_118	20200816_S_3-LC	7.88	66777	37326
119	119	TQS3_210326_119	20200816_S_4-LC	7.87	58088	33221
120	120	TQS3_210326_120	20200816_S_5-LC	7.88	75724	43469
121	121	TQS3_210326_121	20200924_S_1_9-LC	7.88	74417	44106
122	122	TQS3_210326_122	20201008_S_1_12-LC	7.88	39594	21772
123	123	TQS3_210326_123	20200617_S_10_12-LC	7.88	50062	29220
124	124	TQS3_210326_124	20200617_S_5-LC	7.88	57737	33059
125	125	TQS3_210326_125	20200617_S_6-LC	7.88	50182	27569
126	126	TQS3_210326_126	20200617_S_7-LC	7.88	54935	29531
127	127	TQS3_210326_127	20200813_S_1_2-LC	7.88	53357	31053
128	128	TQS3_210326_128	B4 Sta Blank	7.87	36	
129	129	TQS3_210326_129	B4 Sta 0.625	7.88	89776	50822
130	130	TQS3_210326_130	B4 Sta 1.25	7.88	178542	99882
131	131	TQS3_210326_131	B4 Sta 3.125	7.89	458525	256387
132	132	TQS3_210326_132	B4 Sta 6.25	7.89	901083	505943
133	133	TQS3_210326_133	B4 Sta 12.5	7.89	1754893	983343
134	134	TQS3_210326_134	B4 Sta 25	7.89	3470548	1979205
135	135	TQS3_210326_135	B4 Sta 50	7.89	6046593	3528355

Compound 22:  Isopyrazam

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	7.91	583537	270038
2	2	TQS3_210326_002	testd std 3.125 ng/ml	7.90	625572	292446
3	3	TQS3_210326_003	testd std 3.125 ng/ml	7.90	619695	291425
4	4	TQS3_210326_004	Blank			
5	5	TQS3_210326_005	B3 Sta Blank	7.83	76	
6	6	TQS3_210326_006	B3 Sta 0.625	7.92	119868	59521
7	7	TQS3_210326_007	B3 Sta 1.25	7.92	256822	127784
8	8	TQS3_210326_008	B3 Sta 3.125	7.92	658465	331482
9	9	TQS3_210326_009	B3 Sta 6.25	7.91	1320418	665902
10	10	TQS3_210326_010	B3 Sta 12.5	7.91	2457678	1236209
11	11	TQS3_210326_011	B3 Sta 25	7.91	5151540	2595869
12	12	TQS3_210326_012	B3 Sta 50	7.91	8537050	4722162
13	13	TQS3_210326_013	20190415_C_E-LC	7.88	240	2479
14	14	TQS3_210326_014	20190528_C_F-LC	7.93	173647	86038
15	15	TQS3_210326_015	20190615_W_1_9-LC	7.93	7059	4528
16	16	TQS3_210326_016	20200304_C_P-LC	7.92	165502	83255
17	17	TQS3_210326_017	20200820_C_C-LC	7.92	411235	208066
18	18	TQS3_210326_018	20190511_C_G-LC	7.92	49719	25420
19	19	TQS3_210326_019	20190528_C_C-LC	7.92	23084	9939
