Quantify Compound Summary Report 

Printed Wed Feb 02 11:08:17 2022

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area
64	64	TQS3_210503_064	20200813_S_3-LC_64	3.59	621346
65	65	TQS3_210503_065	20200813_S_4-LC_128	3.59	641714
66	66	TQS3_210503_066	B4 Sta 3.125	3.59	332960
67	67	TQS3_210503_067	20200813_S_5-LC_128	3.59	619393
68	68	TQS3_210503_068	20200813_S_6-LC_128	3.59	653495
69	69	TQS3_210503_069	20200813_S_7-LC_16	3.59	649006
70	70	TQS3_210503_070	20200924_S_1_9-LC_8	3.59	794195
71	71	TQS3_210503_071	20201023_S_4-LC_2	3.59	1152974
72	72	TQS3_210503_072	20200617_S_1_4-LC_512	3.59	631210
73	73	TQS3_210503_073	20200617_S_5-LC_128	3.59	597424
74	74	TQS3_210503_074	20200617_S_6-LC_128	3.59	668354
75	75	TQS3_210503_075	20200617_S_7-LC_128	3.59	621023
76	76	TQS3_210503_076	20200617_S_8_9-LC_128	3.59	606999
77	77	TQS3_210503_077	20200617_S_1_4-LC_128	3.59	635626
78	78	TQS3_210503_078	20200617_S_10_12-LC_32	3.59	650681
79	79	TQS3_210503_079	B4 Sta Blank	3.59	311372
80	80	TQS3_210503_080	B4 Sta 0.625	3.59	455522
81	81	TQS3_210503_081	B4 Sta 1.25	3.59	272457
82	82	TQS3_210503_082	B4 Sta 3.125	3.59	338755
83	83	TQS3_210503_083	B4 Sta 6.25	3.59	316238
84	84	TQS3_210503_084	B4 Sta 12.5	3.59	326448
85	85	TQS3_210503_085	B4 Sta 25	3.59	477173
86	86	TQS3_210503_086	B4 Sta 50	3.59	351205

Compound 2:  Thiacloprid

	#	Name	Sample Text	RT	Area
1	1	TQS3_210503_001	test std 3.125 ng/ml		
2	2	TQS3_210503_002	test std 3.125 ng/ml		
3	3	TQS3_210503_003	test std 3.125 ng/ml windows	4.30	603419
4	4	TQS3_210503_004	Blank		
5	5	TQS3_210503_005	B3 Sta Blank		
6	6	TQS3_210503_006	B3 Sta 0.625	4.31	125470
7	7	TQS3_210503_007	B3 Sta 1.25	4.30	249706
8	8	TQS3_210503_008	B3 Sta 3.125	4.31	623683
9	9	TQS3_210503_009	B3 Sta 6.25	4.31	1229504
10	10	TQS3_210503_010	B3 Sta 12.5	4.31	2258457
11	11	TQS3_210503_011	B3 Sta 25	4.31	4596735
12	12	TQS3_210503_012	B3 Sta 50	4.31	7799771
13	13	TQS3_210503_013	20190511_C_K-LC_128	4.31	40966
14	14	TQS3_210503_014	20190511_C_L-LC_1024	4.31	17806
15	15	TQS3_210503_015	20190511_C_L-LC_128	4.31	160353
16	16	TQS3_210503_016	20190511_C_N-LC_256		
17	17	TQS3_210503_017	20190511_C_O-LC_256		
18	18	TQS3_210503_018	20190528_C_E-LC_32	4.31	126707
19	19	TQS3_210503_019	20190528_C_H-LC_256		
20	20	TQS3_210503_020	20190615_S_1_9-LC_64	4.31	7855
21	21	TQS3_210503_021	20190819_C_J-LC_64	4.31	7894
22	22	TQS3_210503_022	20190819_C_L-LC_4	4.31	3935243
23	23	TQS3_210503_023	20190819_C_M-LC_64	4.31	12058
24	24	TQS3_210503_024	20200304_C_Ht-LC_16	4.31	23723
25	25	TQS3_210503_025	20200304_C_Jt-LC_32	4.31	2651
26	26	TQS3_210503_026	B3 Sta 3.125	4.31	610322
27	27	TQS3_210503_027	20200304_C_Kt-LC_256	4.31	3252
28	28	TQS3_210503_028	20200627_S_1_5-LC_256	4.31	4873
29	29	TQS3_210503_029	20200701_S_1_12-LC_256	4.31	6340
30	30	TQS3_210503_030	20200820_C_B-LC_8	4.31	141956
31	31	TQS3_210503_031	20200820_C_D-LC_8	4.31	173932
32	32	TQS3_210503_032	20200820_C_Ft-LC_512	4.32	1096
33	33	TQS3_210503_033	20200831_S_1_12-LC_16	4.31	131007
34	34	TQS3_210503_034	20190511_C_N-LC_32	4.32	626
35	35	TQS3_210503_035	20190511_C_O-LC_32		
36	36	TQS3_210503_036	20190819_C_L-LC_32	4.31	480892
37	37	TQS3_210503_037	20200820_C_Ft-LC_64	4.31	8640
38	38	TQS3_210503_038	20190511_C_L-LC_32	4.31	885961
39	39	TQS3_210503_039	B3 Sta Blank		
40	40	TQS3_210503_040	B3 Sta 0.625	4.31	124989
41	41	TQS3_210503_041	B3 Sta 1.25	4.31	244979
42	42	TQS3_210503_042	B3 Sta 3.125	4.31	620858
43	43	TQS3_210503_043	B3 Sta 6.25	4.31	1223691
44	44	TQS3_210503_044	B3 Sta 12.5	4.31	2198104
45	45	TQS3_210503_045	B3 Sta 25	4.31	4552879
46	46	TQS3_210503_046	B3 Sta 50	4.31	7809742
47	47	TQS3_210503_047	B4 Sta Blank	4.31	740
48	48	TQS3_210503_048	B4 Sta 0.625	4.31	118426
49	49	TQS3_210503_049	B4 Sta 1.25	4.31	180338
50	50	TQS3_210503_050	B4 Sta 3.125	4.31	643243
51	51	TQS3_210503_051	B4 Sta 6.25	4.31	1184996
52	52	TQS3_210503_052	B4 Sta 12.5	4.31	2187967
53	53	TQS3_210503_053	B4 Sta 25	4.31	4467812
54	54	TQS3_210503_054	B4 Sta 50	4.31	7579105
55	55	TQS3_210503_055	20190528_S_1-LC_8	4.31	1108
56	56	TQS3_210503_056	20190528_S_7-LC_16	4.31	1398
57	57	TQS3_210503_057	20200617_S_1_4-LC_16	4.31	1406538
58	58	TQS3_210503_058	20200617_S_10_12-LC_512	4.31	30687
59	59	TQS3_210503_059	20200617_S_5-LC_1024	4.31	30833
60	60	TQS3_210503_060	20200617_S_6-LC_1024	4.32	23411
61	61	TQS3_210503_061	20200617_S_7-LC_1024	4.31	24466
62	62	TQS3_210503_062	20200617_S_8_9-LC_1024	4.31	16607
63	63	TQS3_210503_063	20200617_W_5-LC_2	4.31	304097
64	64	TQS3_210503_064	20200813_S_3-LC_64	4.31	50407
65	65	TQS3_210503_065	20200813_S_4-LC_128	4.31	45907
66	66	TQS3_210503_066	B4 Sta 3.125	4.31	645782
67	67	TQS3_210503_067	20200813_S_5-LC_128	4.31	34659
68	68	TQS3_210503_068	20200813_S_6-LC_128	4.32	36700
69	69	TQS3_210503_069	20200813_S_7-LC_16	4.31	403324
70	70	TQS3_210503_070	20200924_S_1_9-LC_8	4.31	41747
71	71	TQS3_210503_071	20201023_S_4-LC_2	4.31	87682
72	72	TQS3_210503_072	20200617_S_1_4-LC_512	4.31	23118
73	73	TQS3_210503_073	20200617_S_5-LC_128	4.31	242132
74	74	TQS3_210503_074	20200617_S_6-LC_128	4.31	239422
75	75	TQS3_210503_075	20200617_S_7-LC_128	4.31	207099
76	76	TQS3_210503_076	20200617_S_8_9-LC_128	4.31	150608
77	77	TQS3_210503_077	20200617_S_1_4-LC_128	4.31	102237
78	78	TQS3_210503_078	20200617_S_10_12-LC_32	4.31	1051459
79	79	TQS3_210503_079	B4 Sta Blank	4.30	16
80	80	TQS3_210503_080	B4 Sta 0.625	4.31	119193
81	81	TQS3_210503_081	B4 Sta 1.25	4.31	208818
82	82	TQS3_210503_082	B4 Sta 3.125	4.31	651314
83	83	TQS3_210503_083	B4 Sta 6.25	4.32	1224761
84	84	TQS3_210503_084	B4 Sta 12.5	4.31	2445243
85	85	TQS3_210503_085	B4 Sta 25	4.31	4511839
86	86	TQS3_210503_086	B4 Sta 50	4.31	7561550

Compound 3:  Mandipropamid

	#	Name	Sample Text	RT	Area
1	1	TQS3_210503_001	test std 3.125 ng/ml	6.77	305877
2	2	TQS3_210503_002	test std 3.125 ng/ml	6.78	299914
3	3	TQS3_210503_003	test std 3.125 ng/ml windows	6.78	365277
4	4	TQS3_210503_004	Blank	6.80	175
5	5	TQS3_210503_005	B3 Sta Blank	6.78	204
6	6	TQS3_210503_006	B3 Sta 0.625	6.78	76760
7	7	TQS3_210503_007	B3 Sta 1.25	6.78	154032
8	8	TQS3_210503_008	B3 Sta 3.125	6.79	383018
9	9	TQS3_210503_009	B3 Sta 6.25	6.79	753940
10	10	TQS3_210503_010	B3 Sta 12.5	6.79	1373001
11	11	TQS3_210503_011	B3 Sta 25	6.79	2786888
12	12	TQS3_210503_012	B3 Sta 50	6.79	5628617
13	13	TQS3_210503_013	20190511_C_K-LC_128	6.79	3355
14	14	TQS3_210503_014	20190511_C_L-LC_1024	6.78	405
15	15	TQS3_210503_015	20190511_C_L-LC_128	6.78	150
16	16	TQS3_210503_016	20190511_C_N-LC_256	6.78	298
17	17	TQS3_210503_017	20190511_C_O-LC_256		
18	18	TQS3_210503_018	20190528_C_E-LC_32	6.79	275
19	19	TQS3_210503_019	20190528_C_H-LC_256	6.78	188
20	20	TQS3_210503_020	20190615_S_1_9-LC_64	6.78	307689
21	21	TQS3_210503_021	20190819_C_J-LC_64	6.79	389829
22	22	TQS3_210503_022	20190819_C_L-LC_4	6.79	1767
23	23	TQS3_210503_023	20190819_C_M-LC_64	6.79	349333
24	24	TQS3_210503_024	20200304_C_Ht-LC_16	6.79	388
25	25	TQS3_210503_025	20200304_C_Jt-LC_32	6.80	142
26	26	TQS3_210503_026	B3 Sta 3.125	6.78	388664
27	27	TQS3_210503_027	20200304_C_Kt-LC_256	6.79	164
28	28	TQS3_210503_028	20200627_S_1_5-LC_256	6.79	180021
29	29	TQS3_210503_029	20200701_S_1_12-LC_256	6.79	156804
30	30	TQS3_210503_030	20200820_C_B-LC_8	6.79	2061653
31	31	TQS3_210503_031	20200820_C_D-LC_8	6.79	2037197
32	32	TQS3_210503_032	20200820_C_Ft-LC_512	6.79	18384
33	33	TQS3_210503_033	20200831_S_1_12-LC_16	6.79	1084625
34	34	TQS3_210503_034	20190511_C_N-LC_32	6.79	2247
35	35	TQS3_210503_035	20190511_C_O-LC_32	6.79	1040
36	36	TQS3_210503_036	20190819_C_L-LC_32	6.79	287
37	37	TQS3_210503_037	20200820_C_Ft-LC_64	6.79	133880
38	38	TQS3_210503_038	20190511_C_L-LC_32		
39	39	TQS3_210503_039	B3 Sta Blank		
40	40	TQS3_210503_040	B3 Sta 0.625	6.79	80063
41	41	TQS3_210503_041	B3 Sta 1.25	6.79	161439
42	42	TQS3_210503_042	B3 Sta 3.125	6.79	397853
43	43	TQS3_210503_043	B3 Sta 6.25	6.79	774105
44	44	TQS3_210503_044	B3 Sta 12.5	6.79	1415949
45	45	TQS3_210503_045	B3 Sta 25	6.79	2879086
46	46	TQS3_210503_046	B3 Sta 50	6.79	5678680
47	47	TQS3_210503_047	B4 Sta Blank	6.79	2999
48	48	TQS3_210503_048	B4 Sta 0.625	6.79	77409
49	49	TQS3_210503_049	B4 Sta 1.25	6.79	105864
50	50	TQS3_210503_050	B4 Sta 3.125	6.79	408774
51	51	TQS3_210503_051	B4 Sta 6.25	6.79	763363
52	52	TQS3_210503_052	B4 Sta 12.5	6.79	1377205
53	53	TQS3_210503_053	B4 Sta 25	6.79	2772480
54	54	TQS3_210503_054	B4 Sta 50	6.79	5308486
55	55	TQS3_210503_055	20190528_S_1-LC_8	6.79	7960
56	56	TQS3_210503_056	20190528_S_7-LC_16	6.79	4854
57	57	TQS3_210503_057	20200617_S_1_4-LC_16	6.79	7548564
58	58	TQS3_210503_058	20200617_S_10_12-LC_512	6.79	202758
59	59	TQS3_210503_059	20200617_S_5-LC_1024	6.79	172115
60	60	TQS3_210503_060	20200617_S_6-LC_1024	6.79	136005
61	61	TQS3_210503_061	20200617_S_7-LC_1024	6.79	150292
62	62	TQS3_210503_062	20200617_S_8_9-LC_1024	6.79	105041
63	63	TQS3_210503_063	20200617_W_5-LC_2	6.79	443097
64	64	TQS3_210503_064	20200813_S_3-LC_64	6.79	213785
65	65	TQS3_210503_065	20200813_S_4-LC_128	6.79	190595
66	66	TQS3_210503_066	B4 Sta 3.125	6.79	414930
67	67	TQS3_210503_067	20200813_S_5-LC_128	6.79	138705
68	68	TQS3_210503_068	20200813_S_6-LC_128	6.79	150057
69	69	TQS3_210503_069	20200813_S_7-LC_16	6.79	1591029
70	70	TQS3_210503_070	20200924_S_1_9-LC_8	6.79	413178
71	71	TQS3_210503_071	20201023_S_4-LC_2	6.79	1419320
72	72	TQS3_210503_072	20200617_S_1_4-LC_512	6.79	142409
73	73	TQS3_210503_073	20200617_S_5-LC_128	6.79	1302274
74	74	TQS3_210503_074	20200617_S_6-LC_128	6.79	1377933
75	75	TQS3_210503_075	20200617_S_7-LC_128	6.79	1216728
76	76	TQS3_210503_076	20200617_S_8_9-LC_128	6.79	925224
77	77	TQS3_210503_077	20200617_S_1_4-LC_128	6.79	630406
78	78	TQS3_210503_078	20200617_S_10_12-LC_32	6.79	6368994
79	79	TQS3_210503_079	B4 Sta Blank	6.79	3954
80	80	TQS3_210503_080	B4 Sta 0.625	6.79	78072
81	81	TQS3_210503_081	B4 Sta 1.25	6.79	133838
82	82	TQS3_210503_082	B4 Sta 3.125	6.79	422291
83	83	TQS3_210503_083	B4 Sta 6.25	6.79	787145
84	84	TQS3_210503_084	B4 Sta 12.5	6.79	1552077
85	85	TQS3_210503_085	B4 Sta 25	6.79	2832382
86	86	TQS3_210503_086	B4 Sta 50	6.79	5354518

Compound 4:  Fluxapyroxad

	#	Name	Sample Text	RT	Area
1	1	TQS3_210503_001	test std 3.125 ng/ml		
2	2	TQS3_210503_002	test std 3.125 ng/ml		
3	3	TQS3_210503_003	test std 3.125 ng/ml windows	6.86	262816
4	4	TQS3_210503_004	Blank	6.86	81
5	5	TQS3_210503_005	B3 Sta Blank	6.85	90
6	6	TQS3_210503_006	B3 Sta 0.625	6.86	55116
7	7	TQS3_210503_007	B3 Sta 1.25	6.86	110523
8	8	TQS3_210503_008	B3 Sta 3.125	6.86	271650
9	9	TQS3_210503_009	B3 Sta 6.25	6.86	533072
10	10	TQS3_210503_010	B3 Sta 12.5	6.86	965427
11	11	TQS3_210503_011	B3 Sta 25	6.86	1930239
12	12	TQS3_210503_012	B3 Sta 50	6.86	3824041
13	13	TQS3_210503_013	20190511_C_K-LC_128	6.86	126740
14	14	TQS3_210503_014	20190511_C_L-LC_1024	6.86	26656
15	15	TQS3_210503_015	20190511_C_L-LC_128	6.86	248808
16	16	TQS3_210503_016	20190511_C_N-LC_256	6.86	252
17	17	TQS3_210503_017	20190511_C_O-LC_256		
18	18	TQS3_210503_018	20190528_C_E-LC_32	6.86	665039
19	19	TQS3_210503_019	20190528_C_H-LC_256	6.86	1261
20	20	TQS3_210503_020	20190615_S_1_9-LC_64	6.87	231
21	21	TQS3_210503_021	20190819_C_J-LC_64		
22	22	TQS3_210503_022	20190819_C_L-LC_4	6.86	6668332
23	23	TQS3_210503_023	20190819_C_M-LC_64	6.86	1335
24	24	TQS3_210503_024	20200304_C_Ht-LC_16	6.86	526219
25	25	TQS3_210503_025	20200304_C_Jt-LC_32	6.86	545521
26	26	TQS3_210503_026	B3 Sta 3.125	6.86	267022
27	27	TQS3_210503_027	20200304_C_Kt-LC_256	6.86	88342
28	28	TQS3_210503_028	20200627_S_1_5-LC_256	6.85	143
29	29	TQS3_210503_029	20200701_S_1_12-LC_256	6.87	148
30	30	TQS3_210503_030	20200820_C_B-LC_8	6.86	418
31	31	TQS3_210503_031	20200820_C_D-LC_8	6.87	231
32	32	TQS3_210503_032	20200820_C_Ft-LC_512	6.86	51
33	33	TQS3_210503_033	20200831_S_1_12-LC_16	6.86	888
34	34	TQS3_210503_034	20190511_C_N-LC_32	6.86	2296
35	35	TQS3_210503_035	20190511_C_O-LC_32	6.87	131
36	36	TQS3_210503_036	20190819_C_L-LC_32	6.86	878880
37	37	TQS3_210503_037	20200820_C_Ft-LC_64	6.85	365
38	38	TQS3_210503_038	20190511_C_L-LC_32	6.86	1335428
39	39	TQS3_210503_039	B3 Sta Blank	6.87	584
40	40	TQS3_210503_040	B3 Sta 0.625	6.86	53365
41	41	TQS3_210503_041	B3 Sta 1.25	6.86	109205
42	42	TQS3_210503_042	B3 Sta 3.125	6.86	272609
43	43	TQS3_210503_043	B3 Sta 6.25	6.86	538435
44	44	TQS3_210503_044	B3 Sta 12.5	6.86	949779
45	45	TQS3_210503_045	B3 Sta 25	6.86	1937351
46	46	TQS3_210503_046	B3 Sta 50	6.86	3815667
47	47	TQS3_210503_047	B4 Sta Blank	6.87	1123
48	48	TQS3_210503_048	B4 Sta 0.625	6.86	52369
49	49	TQS3_210503_049	B4 Sta 1.25	6.87	75292
50	50	TQS3_210503_050	B4 Sta 3.125	6.86	281099
51	51	TQS3_210503_051	B4 Sta 6.25	6.86	524665
52	52	TQS3_210503_052	B4 Sta 12.5	6.86	946340
53	53	TQS3_210503_053	B4 Sta 25	6.86	1886009
54	54	TQS3_210503_054	B4 Sta 50	6.86	3546416
55	55	TQS3_210503_055	20190528_S_1-LC_8	6.86	4482
56	56	TQS3_210503_056	20190528_S_7-LC_16	6.86	14049
57	57	TQS3_210503_057	20200617_S_1_4-LC_16	6.86	4788
58	58	TQS3_210503_058	20200617_S_10_12-LC_512	6.86	114
59	59	TQS3_210503_059	20200617_S_5-LC_1024		
60	60	TQS3_210503_060	20200617_S_6-LC_1024		
61	61	TQS3_210503_061	20200617_S_7-LC_1024	6.87	78
62	62	TQS3_210503_062	20200617_S_8_9-LC_1024		
63	63	TQS3_210503_063	20200617_W_5-LC_2	6.86	261
64	64	TQS3_210503_064	20200813_S_3-LC_64	6.87	332
65	65	TQS3_210503_065	20200813_S_4-LC_128	6.87	425
66	66	TQS3_210503_066	B4 Sta 3.125	6.86	285805
67	67	TQS3_210503_067	20200813_S_5-LC_128	6.85	440
68	68	TQS3_210503_068	20200813_S_6-LC_128	6.87	451
69	69	TQS3_210503_069	20200813_S_7-LC_16	6.86	5944
70	70	TQS3_210503_070	20200924_S_1_9-LC_8	6.86	10437
71	71	TQS3_210503_071	20201023_S_4-LC_2	6.86	7821
72	72	TQS3_210503_072	20200617_S_1_4-LC_512		
73	73	TQS3_210503_073	20200617_S_5-LC_128	6.86	189
74	74	TQS3_210503_074	20200617_S_6-LC_128	6.86	366
75	75	TQS3_210503_075	20200617_S_7-LC_128	6.88	357
76	76	TQS3_210503_076	20200617_S_8_9-LC_128	6.86	321
77	77	TQS3_210503_077	20200617_S_1_4-LC_128	6.86	371
78	78	TQS3_210503_078	20200617_S_10_12-LC_32	6.86	2893
79	79	TQS3_210503_079	B4 Sta Blank	6.85	29
80	80	TQS3_210503_080	B4 Sta 0.625	6.86	52150
81	81	TQS3_210503_081	B4 Sta 1.25	6.86	90367
82	82	TQS3_210503_082	B4 Sta 3.125	6.86	291727
83	83	TQS3_210503_083	B4 Sta 6.25	6.87	530696
84	84	TQS3_210503_084	B4 Sta 12.5	6.87	1045371
85	85	TQS3_210503_085	B4 Sta 25	6.87	1891481
86	86	TQS3_210503_086	B4 Sta 50	6.86	3580268

Compound 5:  Boscalid

	#	Name	Sample Text	RT	Area
1	1	TQS3_210503_001	test std 3.125 ng/ml	6.77	72968
2	2	TQS3_210503_002	test std 3.125 ng/ml	6.78	65012
3	3	TQS3_210503_003	test std 3.125 ng/ml windows	6.78	76684
4	4	TQS3_210503_004	Blank	6.79	786
5	5	TQS3_210503_005	B3 Sta Blank	6.78	928
6	6	TQS3_210503_006	B3 Sta 0.625	6.78	15770
7	7	TQS3_210503_007	B3 Sta 1.25	6.77	31529
8	8	TQS3_210503_008	B3 Sta 3.125	6.78	77896
9	9	TQS3_210503_009	B3 Sta 6.25	6.78	150536
10	10	TQS3_210503_010	B3 Sta 12.5	6.78	283065
11	11	TQS3_210503_011	B3 Sta 25	6.78	558468
12	12	TQS3_210503_012	B3 Sta 50	6.78	1155708
13	13	TQS3_210503_013	20190511_C_K-LC_128	6.79	3863
14	14	TQS3_210503_014	20190511_C_L-LC_1024	6.78	2061
15	15	TQS3_210503_015	20190511_C_L-LC_128	6.78	7334
16	16	TQS3_210503_016	20190511_C_N-LC_256	6.79	442
17	17	TQS3_210503_017	20190511_C_O-LC_256	6.79	891
18	18	TQS3_210503_018	20190528_C_E-LC_32	6.78	14145
19	19	TQS3_210503_019	20190528_C_H-LC_256	6.78	1017
20	20	TQS3_210503_020	20190615_S_1_9-LC_64	6.78	811
21	21	TQS3_210503_021	20190819_C_J-LC_64	6.78	824
22	22	TQS3_210503_022	20190819_C_L-LC_4	6.78	22173
23	23	TQS3_210503_023	20190819_C_M-LC_64	6.78	991
24	24	TQS3_210503_024	20200304_C_Ht-LC_16	6.78	205201
25	25	TQS3_210503_025	20200304_C_Jt-LC_32	6.78	166937
26	26	TQS3_210503_026	B3 Sta 3.125	6.78	74728
27	27	TQS3_210503_027	20200304_C_Kt-LC_256	6.78	37732
28	28	TQS3_210503_028	20200627_S_1_5-LC_256	6.77	206
29	29	TQS3_210503_029	20200701_S_1_12-LC_256	6.78	1277
30	30	TQS3_210503_030	20200820_C_B-LC_8	6.78	19414
31	31	TQS3_210503_031	20200820_C_D-LC_8	6.78	14287
32	32	TQS3_210503_032	20200820_C_Ft-LC_512	6.79	619
33	33	TQS3_210503_033	20200831_S_1_12-LC_16	6.78	15565
34	34	TQS3_210503_034	20190511_C_N-LC_32	6.79	1837
35	35	TQS3_210503_035	20190511_C_O-LC_32	6.78	1535
36	36	TQS3_210503_036	20190819_C_L-LC_32	6.78	3181
37	37	TQS3_210503_037	20200820_C_Ft-LC_64	6.78	2111
38	38	TQS3_210503_038	20190511_C_L-LC_32	6.78	36029
39	39	TQS3_210503_039	B3 Sta Blank	6.77	953
40	40	TQS3_210503_040	B3 Sta 0.625	6.79	14886
41	41	TQS3_210503_041	B3 Sta 1.25	6.78	30543
42	42	TQS3_210503_042	B3 Sta 3.125	6.78	73917
43	43	TQS3_210503_043	B3 Sta 6.25	6.78	146368
44	44	TQS3_210503_044	B3 Sta 12.5	6.78	267596
45	45	TQS3_210503_045	B3 Sta 25	6.78	550304
46	46	TQS3_210503_046	B3 Sta 50	6.78	1133310
47	47	TQS3_210503_047	B4 Sta Blank	6.77	992
48	48	TQS3_210503_048	B4 Sta 0.625	6.78	14704
49	49	TQS3_210503_049	B4 Sta 1.25	6.78	20193
50	50	TQS3_210503_050	B4 Sta 3.125	6.78	77251
51	51	TQS3_210503_051	B4 Sta 6.25	6.78	145924
52	52	TQS3_210503_052	B4 Sta 12.5	6.78	260083
53	53	TQS3_210503_053	B4 Sta 25	6.78	526890
54	54	TQS3_210503_054	B4 Sta 50	6.78	1048678
55	55	TQS3_210503_055	20190528_S_1-LC_8	6.79	3774
56	56	TQS3_210503_056	20190528_S_7-LC_16	6.78	2117
57	57	TQS3_210503_057	20200617_S_1_4-LC_16	6.78	11740
58	58	TQS3_210503_058	20200617_S_10_12-LC_512	6.81	559
59	59	TQS3_210503_059	20200617_S_5-LC_1024	6.78	939
60	60	TQS3_210503_060	20200617_S_6-LC_1024	6.79	1002
61	61	TQS3_210503_061	20200617_S_7-LC_1024	6.79	387
62	62	TQS3_210503_062	20200617_S_8_9-LC_1024	6.78	1102
63	63	TQS3_210503_063	20200617_W_5-LC_2	6.80	1313
64	64	TQS3_210503_064	20200813_S_3-LC_64	6.79	1833
65	65	TQS3_210503_065	20200813_S_4-LC_128	6.79	1630
66	66	TQS3_210503_066	B4 Sta 3.125	6.78	76981
67	67	TQS3_210503_067	20200813_S_5-LC_128	6.79	1894
68	68	TQS3_210503_068	20200813_S_6-LC_128	6.79	1993
69	69	TQS3_210503_069	20200813_S_7-LC_16	6.78	13976
70	70	TQS3_210503_070	20200924_S_1_9-LC_8	6.79	33922
