Quantify Compound Summary Report 

Printed Wed Feb 02 11:08:17 2022

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area
71	71	TQS3_210503_071	20201023_S_4-LC_2	6.78	122295
72	72	TQS3_210503_072	20200617_S_1_4-LC_512	6.78	227
73	73	TQS3_210503_073	20200617_S_5-LC_128	6.78	2414
74	74	TQS3_210503_074	20200617_S_6-LC_128	6.78	2336
75	75	TQS3_210503_075	20200617_S_7-LC_128	6.79	2131
76	76	TQS3_210503_076	20200617_S_8_9-LC_128	6.78	1637
77	77	TQS3_210503_077	20200617_S_1_4-LC_128	6.78	1506
78	78	TQS3_210503_078	20200617_S_10_12-LC_32	6.79	9138
79	79	TQS3_210503_079	B4 Sta Blank	6.78	573
80	80	TQS3_210503_080	B4 Sta 0.625	6.78	14603
81	81	TQS3_210503_081	B4 Sta 1.25	6.78	24991
82	82	TQS3_210503_082	B4 Sta 3.125	6.78	78073
83	83	TQS3_210503_083	B4 Sta 6.25	6.79	147588
84	84	TQS3_210503_084	B4 Sta 12.5	6.78	294342
85	85	TQS3_210503_085	B4 Sta 25	6.78	529051
86	86	TQS3_210503_086	B4 Sta 50	6.78	1034837

Compound 6:  Pyrimethanil

	#	Name	Sample Text	RT	Area
1	1	TQS3_210503_001	test std 3.125 ng/ml	6.49	66383
2	2	TQS3_210503_002	test std 3.125 ng/ml	6.50	74338
3	3	TQS3_210503_003	test std 3.125 ng/ml windows	6.49	97560
4	4	TQS3_210503_004	Blank	6.50	769
5	5	TQS3_210503_005	B3 Sta Blank	6.50	558
6	6	TQS3_210503_006	B3 Sta 0.625	6.49	19972
7	7	TQS3_210503_007	B3 Sta 1.25	6.49	40094
8	8	TQS3_210503_008	B3 Sta 3.125	6.50	102882
9	9	TQS3_210503_009	B3 Sta 6.25	6.50	205046
10	10	TQS3_210503_010	B3 Sta 12.5	6.50	375088
11	11	TQS3_210503_011	B3 Sta 25	6.50	765970
12	12	TQS3_210503_012	B3 Sta 50	6.50	1635777
13	13	TQS3_210503_013	20190511_C_K-LC_128	6.50	37027
14	14	TQS3_210503_014	20190511_C_L-LC_1024	6.50	4966
15	15	TQS3_210503_015	20190511_C_L-LC_128	6.50	41450
16	16	TQS3_210503_016	20190511_C_N-LC_256	6.51	651
17	17	TQS3_210503_017	20190511_C_O-LC_256	6.51	650
18	18	TQS3_210503_018	20190528_C_E-LC_32	6.50	20486
19	19	TQS3_210503_019	20190528_C_H-LC_256	6.49	698
20	20	TQS3_210503_020	20190615_S_1_9-LC_64	6.51	405
21	21	TQS3_210503_021	20190819_C_J-LC_64	6.50	407
22	22	TQS3_210503_022	20190819_C_L-LC_4	6.50	1012854
23	23	TQS3_210503_023	20190819_C_M-LC_64	6.50	696
24	24	TQS3_210503_024	20200304_C_Ht-LC_16	6.50	12048
25	25	TQS3_210503_025	20200304_C_Jt-LC_32	6.50	2541
26	26	TQS3_210503_026	B3 Sta 3.125	6.50	100810
27	27	TQS3_210503_027	20200304_C_Kt-LC_256	6.51	965
28	28	TQS3_210503_028	20200627_S_1_5-LC_256	6.52	273
29	29	TQS3_210503_029	20200701_S_1_12-LC_256	6.50	226
30	30	TQS3_210503_030	20200820_C_B-LC_8	6.52	303
31	31	TQS3_210503_031	20200820_C_D-LC_8	6.50	510
32	32	TQS3_210503_032	20200820_C_Ft-LC_512	6.50	396
33	33	TQS3_210503_033	20200831_S_1_12-LC_16	6.49	742
34	34	TQS3_210503_034	20190511_C_N-LC_32	6.50	2940
35	35	TQS3_210503_035	20190511_C_O-LC_32	6.50	952
36	36	TQS3_210503_036	20190819_C_L-LC_32	6.50	114421
37	37	TQS3_210503_037	20200820_C_Ft-LC_64	6.51	607
38	38	TQS3_210503_038	20190511_C_L-LC_32	6.50	231479
39	39	TQS3_210503_039	B3 Sta Blank	6.51	488
40	40	TQS3_210503_040	B3 Sta 0.625	6.51	20625
41	41	TQS3_210503_041	B3 Sta 1.25	6.50	40919
42	42	TQS3_210503_042	B3 Sta 3.125	6.50	102870
43	43	TQS3_210503_043	B3 Sta 6.25	6.50	204819
44	44	TQS3_210503_044	B3 Sta 12.5	6.51	374302
45	45	TQS3_210503_045	B3 Sta 25	6.50	775884
46	46	TQS3_210503_046	B3 Sta 50	6.50	1627730
47	47	TQS3_210503_047	B4 Sta Blank	6.52	1195
48	48	TQS3_210503_048	B4 Sta 0.625	6.50	20262
49	49	TQS3_210503_049	B4 Sta 1.25	6.50	29966
50	50	TQS3_210503_050	B4 Sta 3.125	6.50	106759
51	51	TQS3_210503_051	B4 Sta 6.25	6.51	197711
52	52	TQS3_210503_052	B4 Sta 12.5	6.51	367336
53	53	TQS3_210503_053	B4 Sta 25	6.51	750642
54	54	TQS3_210503_054	B4 Sta 50	6.50	1530592
55	55	TQS3_210503_055	20190528_S_1-LC_8	6.50	1897
56	56	TQS3_210503_056	20190528_S_7-LC_16	6.50	1347
57	57	TQS3_210503_057	20200617_S_1_4-LC_16	6.51	335
58	58	TQS3_210503_058	20200617_S_10_12-LC_512	6.51	357
59	59	TQS3_210503_059	20200617_S_5-LC_1024	6.50	475
60	60	TQS3_210503_060	20200617_S_6-LC_1024	6.50	331
61	61	TQS3_210503_061	20200617_S_7-LC_1024	6.50	251
62	62	TQS3_210503_062	20200617_S_8_9-LC_1024	6.50	469
63	63	TQS3_210503_063	20200617_W_5-LC_2	6.51	292
64	64	TQS3_210503_064	20200813_S_3-LC_64	6.50	274
65	65	TQS3_210503_065	20200813_S_4-LC_128	6.50	363
66	66	TQS3_210503_066	B4 Sta 3.125	6.50	109832
67	67	TQS3_210503_067	20200813_S_5-LC_128	6.51	540
68	68	TQS3_210503_068	20200813_S_6-LC_128	6.51	115
69	69	TQS3_210503_069	20200813_S_7-LC_16	6.51	594
70	70	TQS3_210503_070	20200924_S_1_9-LC_8	6.50	1649
71	71	TQS3_210503_071	20201023_S_4-LC_2	6.51	943
72	72	TQS3_210503_072	20200617_S_1_4-LC_512	6.50	506
73	73	TQS3_210503_073	20200617_S_5-LC_128	6.50	229
74	74	TQS3_210503_074	20200617_S_6-LC_128	6.50	646
75	75	TQS3_210503_075	20200617_S_7-LC_128	6.50	398
76	76	TQS3_210503_076	20200617_S_8_9-LC_128	6.50	517
77	77	TQS3_210503_077	20200617_S_1_4-LC_128	6.51	272
78	78	TQS3_210503_078	20200617_S_10_12-LC_32	6.49	526
79	79	TQS3_210503_079	B4 Sta Blank	6.50	545
80	80	TQS3_210503_080	B4 Sta 0.625	6.50	20411
81	81	TQS3_210503_081	B4 Sta 1.25	6.51	34403
82	82	TQS3_210503_082	B4 Sta 3.125	6.50	108080
83	83	TQS3_210503_083	B4 Sta 6.25	6.51	202017
84	84	TQS3_210503_084	B4 Sta 12.5	6.51	407655
85	85	TQS3_210503_085	B4 Sta 25	6.50	759886
86	86	TQS3_210503_086	B4 Sta 50	6.50	1510975

Compound 7:  Metobromuron

	#	Name	Sample Text	RT	Area
1	1	TQS3_210503_001	test std 3.125 ng/ml	5.81	138941
2	2	TQS3_210503_002	test std 3.125 ng/ml	5.82	137332
3	3	TQS3_210503_003	test std 3.125 ng/ml windows	5.82	120693
4	4	TQS3_210503_004	Blank	5.83	71
5	5	TQS3_210503_005	B3 Sta Blank		
6	6	TQS3_210503_006	B3 Sta 0.625	5.82	24922
7	7	TQS3_210503_007	B3 Sta 1.25	5.82	50432
8	8	TQS3_210503_008	B3 Sta 3.125	5.83	126167
9	9	TQS3_210503_009	B3 Sta 6.25	5.83	253137
10	10	TQS3_210503_010	B3 Sta 12.5	5.82	465352
11	11	TQS3_210503_011	B3 Sta 25	5.83	952684
12	12	TQS3_210503_012	B3 Sta 50	5.83	2019130
13	13	TQS3_210503_013	20190511_C_K-LC_128	5.83	97
14	14	TQS3_210503_014	20190511_C_L-LC_1024	5.83	118
15	15	TQS3_210503_015	20190511_C_L-LC_128	5.84	29
16	16	TQS3_210503_016	20190511_C_N-LC_256	5.83	86329
17	17	TQS3_210503_017	20190511_C_O-LC_256	5.83	72214
18	18	TQS3_210503_018	20190528_C_E-LC_32	5.82	5278
19	19	TQS3_210503_019	20190528_C_H-LC_256	5.83	68902
20	20	TQS3_210503_020	20190615_S_1_9-LC_64	5.83	10955
21	21	TQS3_210503_021	20190819_C_J-LC_64	5.83	8505
22	22	TQS3_210503_022	20190819_C_L-LC_4	5.82	2135
23	23	TQS3_210503_023	20190819_C_M-LC_64	5.83	10017
24	24	TQS3_210503_024	20200304_C_Ht-LC_16	5.81	9
25	25	TQS3_210503_025	20200304_C_Jt-LC_32		
26	26	TQS3_210503_026	B3 Sta 3.125	5.83	123622
27	27	TQS3_210503_027	20200304_C_Kt-LC_256	5.82	14
28	28	TQS3_210503_028	20200627_S_1_5-LC_256	5.83	5435
29	29	TQS3_210503_029	20200701_S_1_12-LC_256	5.83	7627
30	30	TQS3_210503_030	20200820_C_B-LC_8	5.83	178269
31	31	TQS3_210503_031	20200820_C_D-LC_8	5.83	222425
32	32	TQS3_210503_032	20200820_C_Ft-LC_512	5.82	921
33	33	TQS3_210503_033	20200831_S_1_12-LC_16	5.83	140362
34	34	TQS3_210503_034	20190511_C_N-LC_32	5.83	1549814
35	35	TQS3_210503_035	20190511_C_O-LC_32	5.83	1197828
36	36	TQS3_210503_036	20190819_C_L-LC_32	5.83	391
37	37	TQS3_210503_037	20200820_C_Ft-LC_64	5.83	10733
38	38	TQS3_210503_038	20190511_C_L-LC_32	5.83	295
39	39	TQS3_210503_039	B3 Sta Blank	5.85	140
40	40	TQS3_210503_040	B3 Sta 0.625	5.83	24961
41	41	TQS3_210503_041	B3 Sta 1.25	5.83	49131
42	42	TQS3_210503_042	B3 Sta 3.125	5.83	125402
43	43	TQS3_210503_043	B3 Sta 6.25	5.83	250028
44	44	TQS3_210503_044	B3 Sta 12.5	5.83	457715
45	45	TQS3_210503_045	B3 Sta 25	5.83	956218
46	46	TQS3_210503_046	B3 Sta 50	5.83	1994293
47	47	TQS3_210503_047	B4 Sta Blank	5.83	93
48	48	TQS3_210503_048	B4 Sta 0.625	5.83	23986
49	49	TQS3_210503_049	B4 Sta 1.25	5.83	36050
50	50	TQS3_210503_050	B4 Sta 3.125	5.83	129496
51	51	TQS3_210503_051	B4 Sta 6.25	5.83	246008
52	52	TQS3_210503_052	B4 Sta 12.5	5.83	454233
53	53	TQS3_210503_053	B4 Sta 25	5.83	930256
54	54	TQS3_210503_054	B4 Sta 50	5.83	1861815
55	55	TQS3_210503_055	20190528_S_1-LC_8	5.83	501868
56	56	TQS3_210503_056	20190528_S_7-LC_16	5.83	229039
57	57	TQS3_210503_057	20200617_S_1_4-LC_16	5.83	478540
58	58	TQS3_210503_058	20200617_S_10_12-LC_512	5.83	11368
59	59	TQS3_210503_059	20200617_S_5-LC_1024	5.83	9490
60	60	TQS3_210503_060	20200617_S_6-LC_1024	5.83	7125
61	61	TQS3_210503_061	20200617_S_7-LC_1024	5.83	8321
62	62	TQS3_210503_062	20200617_S_8_9-LC_1024	5.83	5085
63	63	TQS3_210503_063	20200617_W_5-LC_2	5.84	91185
64	64	TQS3_210503_064	20200813_S_3-LC_64	5.84	9485
65	65	TQS3_210503_065	20200813_S_4-LC_128	5.83	7791
66	66	TQS3_210503_066	B4 Sta 3.125	5.83	134014
67	67	TQS3_210503_067	20200813_S_5-LC_128	5.83	5517
68	68	TQS3_210503_068	20200813_S_6-LC_128	5.83	5370
69	69	TQS3_210503_069	20200813_S_7-LC_16	5.83	72724
70	70	TQS3_210503_070	20200924_S_1_9-LC_8	5.83	69805
71	71	TQS3_210503_071	20201023_S_4-LC_2	5.83	205743
72	72	TQS3_210503_072	20200617_S_1_4-LC_512	5.84	7653
73	73	TQS3_210503_073	20200617_S_5-LC_128	5.83	77776
74	74	TQS3_210503_074	20200617_S_6-LC_128	5.83	78939
75	75	TQS3_210503_075	20200617_S_7-LC_128	5.83	66345
76	76	TQS3_210503_076	20200617_S_8_9-LC_128	5.83	48424
77	77	TQS3_210503_077	20200617_S_1_4-LC_128	5.83	29015
78	78	TQS3_210503_078	20200617_S_10_12-LC_32	5.83	418347
79	79	TQS3_210503_079	B4 Sta Blank	5.82	49
80	80	TQS3_210503_080	B4 Sta 0.625	5.83	24053
81	81	TQS3_210503_081	B4 Sta 1.25	5.83	42158
82	82	TQS3_210503_082	B4 Sta 3.125	5.83	134921
83	83	TQS3_210503_083	B4 Sta 6.25	5.83	252524
84	84	TQS3_210503_084	B4 Sta 12.5	5.83	507464
85	85	TQS3_210503_085	B4 Sta 25	5.83	947102
86	86	TQS3_210503_086	B4 Sta 50	5.83	1883074

Compound 8:  Cyflufenamid A

	#	Name	Sample Text	RT	Area
1	1	TQS3_210503_001	test std 3.125 ng/ml	7.94	260969
2	2	TQS3_210503_002	test std 3.125 ng/ml	7.95	275790
3	3	TQS3_210503_003	test std 3.125 ng/ml windows	7.95	291445
4	4	TQS3_210503_004	Blank	7.96	260
5	5	TQS3_210503_005	B3 Sta Blank	7.94	489
6	6	TQS3_210503_006	B3 Sta 0.625	7.95	60095
7	7	TQS3_210503_007	B3 Sta 1.25	7.95	125737
8	8	TQS3_210503_008	B3 Sta 3.125	7.95	308762
9	9	TQS3_210503_009	B3 Sta 6.25	7.95	614507
10	10	TQS3_210503_010	B3 Sta 12.5	7.95	1145779
11	11	TQS3_210503_011	B3 Sta 25	7.95	2320508
12	12	TQS3_210503_012	B3 Sta 50	7.95	4875979
13	13	TQS3_210503_013	20190511_C_K-LC_128	7.95	21245
14	14	TQS3_210503_014	20190511_C_L-LC_1024	7.95	5220
15	15	TQS3_210503_015	20190511_C_L-LC_128	7.95	36294
16	16	TQS3_210503_016	20190511_C_N-LC_256	7.93	518
17	17	TQS3_210503_017	20190511_C_O-LC_256	7.95	145
18	18	TQS3_210503_018	20190528_C_E-LC_32	7.95	18210
19	19	TQS3_210503_019	20190528_C_H-LC_256	7.95	245
20	20	TQS3_210503_020	20190615_S_1_9-LC_64	7.97	236
21	21	TQS3_210503_021	20190819_C_J-LC_64	7.94	161
22	22	TQS3_210503_022	20190819_C_L-LC_4	7.95	493391
23	23	TQS3_210503_023	20190819_C_M-LC_64	7.95	907
24	24	TQS3_210503_024	20200304_C_Ht-LC_16	7.95	41090
25	25	TQS3_210503_025	20200304_C_Jt-LC_32	7.96	4255
26	26	TQS3_210503_026	B3 Sta 3.125	7.95	314647
27	27	TQS3_210503_027	20200304_C_Kt-LC_256	7.95	2887
28	28	TQS3_210503_028	20200627_S_1_5-LC_256	7.91	118
29	29	TQS3_210503_029	20200701_S_1_12-LC_256	7.94	196
30	30	TQS3_210503_030	20200820_C_B-LC_8	7.99	973
31	31	TQS3_210503_031	20200820_C_D-LC_8	7.96	314
32	32	TQS3_210503_032	20200820_C_Ft-LC_512	8.01	557
33	33	TQS3_210503_033	20200831_S_1_12-LC_16	7.96	211
34	34	TQS3_210503_034	20190511_C_N-LC_32	7.95	278
35	35	TQS3_210503_035	20190511_C_O-LC_32	7.96	199
36	36	TQS3_210503_036	20190819_C_L-LC_32	7.95	59727
37	37	TQS3_210503_037	20200820_C_Ft-LC_64	7.96	279
38	38	TQS3_210503_038	20190511_C_L-LC_32	7.96	184126
39	39	TQS3_210503_039	B3 Sta Blank	7.96	653
40	40	TQS3_210503_040	B3 Sta 0.625	7.96	63546
41	41	TQS3_210503_041	B3 Sta 1.25	7.95	127519
42	42	TQS3_210503_042	B3 Sta 3.125	7.95	317181
43	43	TQS3_210503_043	B3 Sta 6.25	7.95	624644
44	44	TQS3_210503_044	B3 Sta 12.5	7.96	1140841
45	45	TQS3_210503_045	B3 Sta 25	7.95	2351825
46	46	TQS3_210503_046	B3 Sta 50	7.95	4826096
47	47	TQS3_210503_047	B4 Sta Blank	7.95	4975
48	48	TQS3_210503_048	B4 Sta 0.625	7.95	61618
49	49	TQS3_210503_049	B4 Sta 1.25	7.96	78333
50	50	TQS3_210503_050	B4 Sta 3.125	7.95	322531
51	51	TQS3_210503_051	B4 Sta 6.25	7.95	611739
52	52	TQS3_210503_052	B4 Sta 12.5	7.96	1097588
53	53	TQS3_210503_053	B4 Sta 25	7.96	2283851
54	54	TQS3_210503_054	B4 Sta 50	7.96	4505516
55	55	TQS3_210503_055	20190528_S_1-LC_8	7.95	3838
56	56	TQS3_210503_056	20190528_S_7-LC_16	7.95	1235
57	57	TQS3_210503_057	20200617_S_1_4-LC_16	7.95	1167
58	58	TQS3_210503_058	20200617_S_10_12-LC_512	7.93	248
59	59	TQS3_210503_059	20200617_S_5-LC_1024	7.96	385
60	60	TQS3_210503_060	20200617_S_6-LC_1024	7.96	733
61	61	TQS3_210503_061	20200617_S_7-LC_1024	7.95	614
62	62	TQS3_210503_062	20200617_S_8_9-LC_1024	7.94	275
63	63	TQS3_210503_063	20200617_W_5-LC_2	7.94	132
64	64	TQS3_210503_064	20200813_S_3-LC_64	7.97	306
65	65	TQS3_210503_065	20200813_S_4-LC_128	7.97	86
66	66	TQS3_210503_066	B4 Sta 3.125	7.96	328594
67	67	TQS3_210503_067	20200813_S_5-LC_128	7.96	589
68	68	TQS3_210503_068	20200813_S_6-LC_128	7.93	325
69	69	TQS3_210503_069	20200813_S_7-LC_16	7.94	492
70	70	TQS3_210503_070	20200924_S_1_9-LC_8	7.95	1534
71	71	TQS3_210503_071	20201023_S_4-LC_2	7.95	1127
72	72	TQS3_210503_072	20200617_S_1_4-LC_512	7.97	193
73	73	TQS3_210503_073	20200617_S_5-LC_128	7.96	177
74	74	TQS3_210503_074	20200617_S_6-LC_128	7.92	605
75	75	TQS3_210503_075	20200617_S_7-LC_128	7.94	187
76	76	TQS3_210503_076	20200617_S_8_9-LC_128	7.92	96
77	77	TQS3_210503_077	20200617_S_1_4-LC_128	7.94	344
78	78	TQS3_210503_078	20200617_S_10_12-LC_32	7.96	467
79	79	TQS3_210503_079	B4 Sta Blank	7.94	235
80	80	TQS3_210503_080	B4 Sta 0.625	7.96	60988
81	81	TQS3_210503_081	B4 Sta 1.25	7.96	100872
82	82	TQS3_210503_082	B4 Sta 3.125	7.96	326703
83	83	TQS3_210503_083	B4 Sta 6.25	7.96	609955
84	84	TQS3_210503_084	B4 Sta 12.5	7.96	1228727
85	85	TQS3_210503_085	B4 Sta 25	7.96	2276784
86	86	TQS3_210503_086	B4 Sta 50	7.96	4489824

Compound 9:  Cyflufenamid B

	#	Name	Sample Text	RT	Area
1	1	TQS3_210503_001	test std 3.125 ng/ml	7.64	9001
2	2	TQS3_210503_002	test std 3.125 ng/ml	7.65	8318
3	3	TQS3_210503_003	test std 3.125 ng/ml windows	7.64	9477
4	4	TQS3_210503_004	Blank	7.68	96
5	5	TQS3_210503_005	B3 Sta Blank	7.66	101
6	6	TQS3_210503_006	B3 Sta 0.625	7.65	2726
7	7	TQS3_210503_007	B3 Sta 1.25	7.64	4389
8	8	TQS3_210503_008	B3 Sta 3.125	7.65	9436
9	9	TQS3_210503_009	B3 Sta 6.25	7.65	22020
10	10	TQS3_210503_010	B3 Sta 12.5	7.65	35378
11	11	TQS3_210503_011	B3 Sta 25	7.65	80122
12	12	TQS3_210503_012	B3 Sta 50	7.65	173065
13	13	TQS3_210503_013	20190511_C_K-LC_128	7.66	1549
14	14	TQS3_210503_014	20190511_C_L-LC_1024	7.65	185
15	15	TQS3_210503_015	20190511_C_L-LC_128	7.66	2098
16	16	TQS3_210503_016	20190511_C_N-LC_256	7.64	313
17	17	TQS3_210503_017	20190511_C_O-LC_256	7.64	304
18	18	TQS3_210503_018	20190528_C_E-LC_32	7.66	1237
19	19	TQS3_210503_019	20190528_C_H-LC_256	7.64	76
20	20	TQS3_210503_020	20190615_S_1_9-LC_64	7.67	102
21	21	TQS3_210503_021	20190819_C_J-LC_64	7.65	245
22	22	TQS3_210503_022	20190819_C_L-LC_4	7.65	18406
23	23	TQS3_210503_023	20190819_C_M-LC_64	7.67	671
24	24	TQS3_210503_024	20200304_C_Ht-LC_16	7.64	2067
25	25	TQS3_210503_025	20200304_C_Jt-LC_32	7.64	204
26	26	TQS3_210503_026	B3 Sta 3.125	7.65	11091
27	27	TQS3_210503_027	20200304_C_Kt-LC_256	7.64	501
28	28	TQS3_210503_028	20200627_S_1_5-LC_256	7.65	316
29	29	TQS3_210503_029	20200701_S_1_12-LC_256	7.66	140
30	30	TQS3_210503_030	20200820_C_B-LC_8	7.65	108
31	31	TQS3_210503_031	20200820_C_D-LC_8	7.62	85
32	32	TQS3_210503_032	20200820_C_Ft-LC_512	7.65	86
33	33	TQS3_210503_033	20200831_S_1_12-LC_16	7.65	160
34	34	TQS3_210503_034	20190511_C_N-LC_32	7.67	189
35	35	TQS3_210503_035	20190511_C_O-LC_32	7.66	153
36	36	TQS3_210503_036	20190819_C_L-LC_32	7.65	2636
37	37	TQS3_210503_037	20200820_C_Ft-LC_64	7.64	211
38	38	TQS3_210503_038	20190511_C_L-LC_32	7.65	9576
39	39	TQS3_210503_039	B3 Sta Blank	7.64	52
40	40	TQS3_210503_040	B3 Sta 0.625	7.65	2679
41	41	TQS3_210503_041	B3 Sta 1.25	7.66	4489
42	42	TQS3_210503_042	B3 Sta 3.125	7.65	11120
43	43	TQS3_210503_043	B3 Sta 6.25	7.65	21739
44	44	TQS3_210503_044	B3 Sta 12.5	7.65	40583
45	45	TQS3_210503_045	B3 Sta 25	7.65	81271
46	46	TQS3_210503_046	B3 Sta 50	7.65	170323
47	47	TQS3_210503_047	B4 Sta Blank	7.64	199
48	48	TQS3_210503_048	B4 Sta 0.625	7.65	2213
49	49	TQS3_210503_049	B4 Sta 1.25	7.65	3180
50	50	TQS3_210503_050	B4 Sta 3.125	7.65	12342
51	51	TQS3_210503_051	B4 Sta 6.25	7.65	21225
52	52	TQS3_210503_052	B4 Sta 12.5	7.65	39768
53	53	TQS3_210503_053	B4 Sta 25	7.65	78322
54	54	TQS3_210503_054	B4 Sta 50	7.65	156840
55	55	TQS3_210503_055	20190528_S_1-LC_8	7.65	246
56	56	TQS3_210503_056	20190528_S_7-LC_16	7.66	153
57	57	TQS3_210503_057	20200617_S_1_4-LC_16	7.72	962
58	58	TQS3_210503_058	20200617_S_10_12-LC_512	7.63	294
59	59	TQS3_210503_059	20200617_S_5-LC_1024	7.62	327
60	60	TQS3_210503_060	20200617_S_6-LC_1024	7.73	373
61	61	TQS3_210503_061	20200617_S_7-LC_1024	7.64	58
62	62	TQS3_210503_062	20200617_S_8_9-LC_1024	7.65	91
63	63	TQS3_210503_063	20200617_W_5-LC_2	7.66	119
64	64	TQS3_210503_064	20200813_S_3-LC_64	7.65	209
65	65	TQS3_210503_065	20200813_S_4-LC_128	7.66	159
66	66	TQS3_210503_066	B4 Sta 3.125	7.65	12057
67	67	TQS3_210503_067	20200813_S_5-LC_128	7.67	226
68	68	TQS3_210503_068	20200813_S_6-LC_128	7.64	340
69	69	TQS3_210503_069	20200813_S_7-LC_16	7.64	364
70	70	TQS3_210503_070	20200924_S_1_9-LC_8	7.66	419
71	71	TQS3_210503_071	20201023_S_4-LC_2	7.65	110
72	72	TQS3_210503_072	20200617_S_1_4-LC_512	7.65	135
73	73	TQS3_210503_073	20200617_S_5-LC_128	7.68	282
74	74	TQS3_210503_074	20200617_S_6-LC_128	7.64	135
75	75	TQS3_210503_075	20200617_S_7-LC_128	7.63	469
76	76	TQS3_210503_076	20200617_S_8_9-LC_128	7.65	119
77	77	TQS3_210503_077	20200617_S_1_4-LC_128	7.68	353
78	78	TQS3_210503_078	20200617_S_10_12-LC_32	7.62	190
79	79	TQS3_210503_079	B4 Sta Blank	7.67	139
80	80	TQS3_210503_080	B4 Sta 0.625	7.65	1483
81	81	TQS3_210503_081	B4 Sta 1.25	7.65	4555
82	82	TQS3_210503_082	B4 Sta 3.125	7.65	10627
83	83	TQS3_210503_083	B4 Sta 6.25	7.65	18991
84	84	TQS3_210503_084	B4 Sta 12.5	7.65	40321
85	85	TQS3_210503_085	B4 Sta 25	7.65	80572
86	86	TQS3_210503_086	B4 Sta 50	7.65	158735

Compound 10:  Indoxacarb

	#	Name	Sample Text	RT	Area
1	1	TQS3_210503_001	test std 3.125 ng/ml	8.14	17155
2	2	TQS3_210503_002	test std 3.125 ng/ml	8.14	17866
3	3	TQS3_210503_003	test std 3.125 ng/ml windows	8.15	19051
4	4	TQS3_210503_004	Blank	8.13	31
5	5	TQS3_210503_005	B3 Sta Blank	8.18	39
6	6	TQS3_210503_006	B3 Sta 0.625	8.15	3462
7	7	TQS3_210503_007	B3 Sta 1.25	8.15	7724
8	8	TQS3_210503_008	B3 Sta 3.125	8.15	19526
9	9	TQS3_210503_009	B3 Sta 6.25	8.15	38198
10	10	TQS3_210503_010	B3 Sta 12.5	8.15	71671
11	11	TQS3_210503_011	B3 Sta 25	8.15	148059
12	12	TQS3_210503_012	B3 Sta 50	8.15	310458
13	13	TQS3_210503_013	20190511_C_K-LC_128	8.15	184
14	14	TQS3_210503_014	20190511_C_L-LC_1024	8.16	323
15	15	TQS3_210503_015	20190511_C_L-LC_128	8.16	345
16	16	TQS3_210503_016	20190511_C_N-LC_256	8.13	137
17	17	TQS3_210503_017	20190511_C_O-LC_256	8.13	284
18	18	TQS3_210503_018	20190528_C_E-LC_32		
19	19	TQS3_210503_019	20190528_C_H-LC_256	8.22	372
20	20	TQS3_210503_020	20190615_S_1_9-LC_64	8.17	46
21	21	TQS3_210503_021	20190819_C_J-LC_64	8.11	71
22	22	TQS3_210503_022	20190819_C_L-LC_4	8.15	167345
23	23	TQS3_210503_023	20190819_C_M-LC_64	8.15	157
24	24	TQS3_210503_024	20200304_C_Ht-LC_16	8.16	4454
25	25	TQS3_210503_025	20200304_C_Jt-LC_32	8.14	419
26	26	TQS3_210503_026	B3 Sta 3.125	8.15	18863
27	27	TQS3_210503_027	20200304_C_Kt-LC_256	8.28	666
28	28	TQS3_210503_028	20200627_S_1_5-LC_256	8.03	199
29	29	TQS3_210503_029	20200701_S_1_12-LC_256	8.07	183
30	30	TQS3_210503_030	20200820_C_B-LC_8	8.25	187
31	31	TQS3_210503_031	20200820_C_D-LC_8	8.17	77
32	32	TQS3_210503_032	20200820_C_Ft-LC_512	8.13	62
33	33	TQS3_210503_033	20200831_S_1_12-LC_16	8.11	191
34	34	TQS3_210503_034	20190511_C_N-LC_32	8.18	172
35	35	TQS3_210503_035	20190511_C_O-LC_32	8.22	45
36	36	TQS3_210503_036	20190819_C_L-LC_32	8.15	19844
37	37	TQS3_210503_037	20200820_C_Ft-LC_64	8.16	160
38	38	TQS3_210503_038	20190511_C_L-LC_32	8.16	1981
39	39	TQS3_210503_039	B3 Sta Blank	8.25	88
40	40	TQS3_210503_040	B3 Sta 0.625	8.15	3809
41	41	TQS3_210503_041	B3 Sta 1.25	8.15	7126
42	42	TQS3_210503_042	B3 Sta 3.125	8.15	19088
43	43	TQS3_210503_043	B3 Sta 6.25	8.15	37909
44	44	TQS3_210503_044	B3 Sta 12.5	8.16	68395
45	45	TQS3_210503_045	B3 Sta 25	8.15	147888
46	46	TQS3_210503_046	B3 Sta 50	8.15	307007
47	47	TQS3_210503_047	B4 Sta Blank	8.16	392
48	48	TQS3_210503_048	B4 Sta 0.625	8.15	3828
49	49	TQS3_210503_049	B4 Sta 1.25	8.15	4624
50	50	TQS3_210503_050	B4 Sta 3.125	8.15	19720
51	51	TQS3_210503_051	B4 Sta 6.25	8.15	36520
52	52	TQS3_210503_052	B4 Sta 12.5	8.15	65855
53	53	TQS3_210503_053	B4 Sta 25	8.15	142594
54	54	TQS3_210503_054	B4 Sta 50	8.15	282017
55	55	TQS3_210503_055	20190528_S_1-LC_8	8.14	432
56	56	TQS3_210503_056	20190528_S_7-LC_16	8.16	215
57	57	TQS3_210503_057	20200617_S_1_4-LC_16	8.16	437
