Quantify Compound Summary Report 

Printed Mon Aug 03 16:08:20 2020

Compound 1:  13C-Caffeine

	Name	Sample Text	RT	Area	1º Area	IS Area	Sec.Peaks	2º Area
128	TQS3_200731_128	Cal 0.125	6.31	6216.174	2419.637		1	
129	TQS3_200731_129	Cal 0.25	6.31	11652.406	4449.692		1	
130	TQS3_200731_130	Cal 0.5	6.31	23494.824	9679.782		1	
131	TQS3_200731_131	Cal 1	6.31	50307.246	21099.021		1	
132	TQS3_200731_132	Cal 2.5	6.31	124944.734	53725.191		1	
133	TQS3_200731_133	Cal 5	6.32	260176.141	113081.492		1	
134	TQS3_200731_134	Cal 10	6.32	543287.750	234494.484		1	
135	TQS3_200731_135	Cal 25	6.32	1343206.875	557522.188		1	
136	TQS3_200731_136	mq H2O	6.34	1537.046	442.375		1	

Compound 5:  Boscalid met.

	Name	Sample Text	RT	Area	1º Area	IS Area	Sec.Peaks	2º Area
1	TQS3_200731_001	mq H2O	5.09	24.116	72.364		1	
2	TQS3_200731_002	mq H2O	5.14	188.323	37.985		1	
3	TQS3_200731_003	Cal 0	5.12	50.102	8.464		1	
4	TQS3_200731_004	Cal 0.125	5.09	1078.620	57.981		1	
5	TQS3_200731_005	Cal 0.25	5.09	1712.359	69.348		1	
6	TQS3_200731_006	Cal 0.5	5.09	3447.470	144.500		1	
7	TQS3_200731_007	Cal 1	5.09	7503.605	337.540		1	
8	TQS3_200731_008	Cal 2.5	5.07	16444.986	691.960		1	
9	TQS3_200731_009	Cal 5	5.02	34312.246	1579.173		1	
10	TQS3_200731_010	Cal 10	5.02	74696.805	3432.814		1	
11	TQS3_200731_011	Cal 25	5.02	182875.609	8023.930		1	
12	TQS3_200731_012	mq H2O	5.03	606.844	20.246		1	
13	TQS3_200731_013	3J_20	5.02	50.607	8.005		1	
14	TQS3_200731_014	40G_20	4.64	212.050	25.170		1	
15	TQS3_200731_015	41A_20	5.01	92.623	5.900		1	
16	TQS3_200731_016	43E_20	5.28	36.927	4.352		1	
17	TQS3_200731_017	43H_20	5.02	230.625	13.567		1	
18	TQS3_200731_018	47E_20	5.03	184.925	22.266		1	
19	TQS3_200731_019	47F_20	5.02	142.126	19.431		1	
20	TQS3_200731_020	48I_20	5.01	188.569	9.026		1	
21	TQS3_200731_021	49A_20	5.12	26.028	47.045		1	
22	TQS3_200731_022	50B_20	5.03	33.063	70.484		1	
23	TQS3_200731_023	10G_20	5.10	387.067	47.706		1	
24	TQS3_200731_024	12B_20	4.94	117.011	15.417		1	
25	TQS3_200731_025	12I_20	4.97	19.507	49.177		1	
26	TQS3_200731_026	15A_20	4.99	149.182	32.988		1	
27	TQS3_200731_027	16B_20	5.04	113.276	42.975		1	
28	TQS3_200731_028	17C_20	5.03	654.894	19.399		1	
29	TQS3_200731_029	17E_20	5.38	103.043	4.078		1	
30	TQS3_200731_030	18G_20	5.06	21.706	17.562		1	
31	TQS3_200731_031	19C_20	5.05	209.608	35.384		1	
32	TQS3_200731_032	19E_20	5.03	146.743	15.481		1	
33	TQS3_200731_033	19E_b_20	5.04	75.815	3.943		1	
34	TQS3_200731_034	20B_20	5.10	17.764	7.652		1	
35	TQS3_200731_035	20D_20	5.33	30.903	12.072		1	
36	TQS3_200731_036	21A_20	4.68	935.883	8.753		1	
37	TQS3_200731_037	22D_20	4.63	494.821	5.223		1	
38	TQS3_200731_038	22G_20	4.92	24.052	19.234		1	
39	TQS3_200731_039	22I_20	4.97	86.360	15.362		1	
40	TQS3_200731_040	23C_20	5.22	88.127	4.079		1	
41	TQS3_200731_041	23H_20	5.03	107.937	9.374		1	
42	TQS3_200731_042	25F_20	5.02	92.943	7.819		1	
43	TQS3_200731_043	27H_20	5.04	222.291	10.251		1	
44	TQS3_200731_044	28D_20	5.04	48.935	10.127		1	
45	TQS3_200731_045	29H_20	5.39	9.819	9.577		1	
46	TQS3_200731_046	29J_20	5.04	157.158	15.486		1	
47	TQS3_200731_047	2D_20	5.13	168.385	4.127		1	
48	TQS3_200731_048	2I_20	5.12	136.380	4.246		1	
49	TQS3_200731_049	32D_20	5.13	148.684	63.359		1	
50	TQS3_200731_050	33F_20	5.04	167.684	43.168		1	
51	TQS3_200731_051	33J_20	5.04	38.924	79.594		1	
52	TQS3_200731_052	34B_20	5.04	46.815	3.765		1	
53	TQS3_200731_053	34D_20	4.67	523.684	69.540		1	
54	TQS3_200731_054	35A_20	4.94	72.269	28.226		1	
55	TQS3_200731_055	35H_20	4.70	622.419	12.017		1	
56	TQS3_200731_056	35J_20	4.92	31.526	37.697		1	
57	TQS3_200731_057	36D_20	5.24	24.581	6.691		1	
58	TQS3_200731_058	38B_20	4.99	14.371	17.136		1	
59	TQS3_200731_059	39C_20	5.04	32.130	48.336		1	
60	TQS3_200731_060	39C_b_20	4.92	63.514	67.748		1	
61	TQS3_200731_061	39E_20	5.07	200.198	48.917		1	
62	TQS3_200731_062	39H_20	5.04	247.123	5.687		1	
63	TQS3_200731_063	39J_20	4.63	793.946	29.327		1	
64	TQS3_200731_064	3A_20	5.04	218.676	18.772		1	
65	TQS3_200731_065	3A_b_20	5.02	59.637	32.854		1	
66	TQS3_200731_066	52D_20	4.92	54.040	17.278		1	
67	TQS3_200731_067	8D_20						
68	TQS3_200731_068	8G_20	4.68	1041.544	15.913		1	
69	TQS3_200731_069	14D_50	5.07	162.856	24.060		1	
70	TQS3_200731_070	15H_50	4.81	28.857	4.786		1	
71	TQS3_200731_071	1E_50	5.04	16.715	7.309		1	
72	TQS3_200731_072	1E_b_50	5.03	321.010	12.787		1	
73	TQS3_200731_073	1F_50	5.07	109.248	36.455		1	
74	TQS3_200731_074	21C_50	5.23	237.733	71.479		1	
75	TQS3_200731_075	21F_50	4.66	707.255	10.729		1	
76	TQS3_200731_076	21J_50	5.06	83.465	10.636		1	
77	TQS3_200731_077	23E_50	5.06	148.806	8.388		1	
78	TQS3_200731_078	23J_50	5.26	344.826	4.060		1	
79	TQS3_200731_079	24B_50	5.03	36.014	86.137		1	
80	TQS3_200731_080	25A_50	4.69	218.676	26.496		1	
81	TQS3_200731_081	27J_50	5.13	192.533	1.035		1	
82	TQS3_200731_082	28B_50	4.67	215.228	58.855		1	
83	TQS3_200731_083	28G_50	5.07	226.630	9.540		1	
84	TQS3_200731_084	29A_50	5.06	380.567	51.699		1	
85	TQS3_200731_085	31F_50	5.11	142.016	30.310		1	
86	TQS3_200731_086	32I_50	5.07	202.739	5.741		1	
87	TQS3_200731_087	33H_50	5.12	91.796	13.362		1	
88	TQS3_200731_088	35F_50	5.04	42.753	6.036		1	
89	TQS3_200731_089	36G_50	5.22	50.590	14.239		1	
90	TQS3_200731_090	38D_50	4.63	512.240	20.195		1	
91	TQS3_200731_091	3F_50	5.04	105.643	14.447		1	
92	TQS3_200731_092	41H_50	4.92	43.979	26.762		1	
93	TQS3_200731_093	42D_50	4.89	351.111	16.751		1	
94	TQS3_200731_094	42I_50	4.69	536.894	71.529		1	
95	TQS3_200731_095	44D_50	4.92	184.370	17.817		1	
96	TQS3_200731_096	44G_50	5.07	313.860	14.758		1	
97	TQS3_200731_097	45J_50	4.66	678.007	75.830		1	
98	TQS3_200731_098	46B_50	5.03	244.661	18.468		1	
99	TQS3_200731_099	46B_b_50	4.65	515.956	15.596		1	
100	TQS3_200731_100	52G_50	5.04	352.725	16.555		1	
101	TQS3_200731_101	7E_50	5.06	251.003	18.038		1	
102	TQS3_200731_102	7H_50	4.70	312.599	59.861		1	
103	TQS3_200731_103	9E_50	5.32	19.984	81.284		1	
104	TQS3_200731_104	9J_50	4.66	870.705	131.819		1	
105	TQS3_200731_105	11H_100	5.05	276.105	159.839		1	
106	TQS3_200731_106	16D_100	5.08	59.060	79.229		1	
107	TQS3_200731_107	17H_100	4.69	380.822	157.575		1	
108	TQS3_200731_108	1H_100	4.89	14.834	51.169		1	
109	TQS3_200731_109	1J_100	5.05	51.636	69.364		1	
110	TQS3_200731_110	33C_100	5.03	254.014	14.647		1	
111	TQS3_200731_111	38G_100	5.08	80.182	11.414		1	
112	TQS3_200731_112	40I_100	5.01	216.186	99.446		1	
113	TQS3_200731_113	44I_100	4.63	7.556	70.014		1	
114	TQS3_200731_114	45C_100	5.04	10.214	96.063		1	
115	TQS3_200731_115	46I_100	5.05	122.970	6.438		1	
116	TQS3_200731_116	6B_100	5.03	337.210	16.173		1	
117	TQS3_200731_117	11J_200	5.02	259.241	96.549		1	
118	TQS3_200731_118	12G_200	4.99	18.232	5.414		1	
119	TQS3_200731_119	15F_200	5.01	31.688	24.744		1	
120	TQS3_200731_120	24I_200	5.06	180.879	118.607		1	
121	TQS3_200731_121	26G_200	5.32	17.516	12.537		1	
122	TQS3_200731_122	30G_200	5.13	175.098	45.982		1	
123	TQS3_200731_123	31H_200	5.01	325.882	45.444		1	
124	TQS3_200731_124	37H_200	5.06	79.155	51.755		1	
125	TQS3_200731_125	46D_200	5.05	245.414	10.319		1	
126	TQS3_200731_126	mq H2O	5.01	167.392	64.943		1	
127	TQS3_200731_127	Cal 0	5.03	57.513	155.183		1	
128	TQS3_200731_128	Cal 0.125	5.03	1096.159	90.225		1	
129	TQS3_200731_129	Cal 0.25	5.03	1673.869	66.901		1	
130	TQS3_200731_130	Cal 0.5	5.04	3930.805	187.939		1	
131	TQS3_200731_131	Cal 1	5.04	7476.031	323.716		1	
132	TQS3_200731_132	Cal 2.5	5.04	19305.084	714.723		1	
133	TQS3_200731_133	Cal 5	5.04	39591.949	1515.626		1	
134	TQS3_200731_134	Cal 10	5.04	81426.602	3416.197		1	
135	TQS3_200731_135	Cal 25	5.04	188612.547	8210.219		1	
136	TQS3_200731_136	mq H2O	5.03	203.188	3.980		1	

Compound 6:  Pyraclostrobin

	Name	Sample Text	RT	Area	1º Area	IS Area	Sec.Peaks	2º Area
1	TQS3_200731_001	mq H2O	7.41	174.501	96.863		1	
2	TQS3_200731_002	mq H2O	7.50	587.739	495.579		1	
3	TQS3_200731_003	Cal 0	7.50	3300.880	1561.498		1	
4	TQS3_200731_004	Cal 0.125	7.50	14345.694	13803.932		1	
5	TQS3_200731_005	Cal 0.25	7.50	28384.041	24856.195		1	
6	TQS3_200731_006	Cal 0.5	7.50	56262.762	50661.059		1	
7	TQS3_200731_007	Cal 1	7.50	135057.094	126117.930		1	
8	TQS3_200731_008	Cal 2.5	7.46	274636.344	257443.438		1	
9	TQS3_200731_009	Cal 5	7.44	587626.313	547539.688		1	
10	TQS3_200731_010	Cal 10	7.43	1307807.000	1221081.500		1	
11	TQS3_200731_011	Cal 25	7.43	3605764.750	3378538.750		1	
12	TQS3_200731_012	mq H2O	7.44	2620.341	2638.789		1	
13	TQS3_200731_013	3J_20	7.44	20562.111	19567.463		1	
14	TQS3_200731_014	40G_20	7.43	23731.510	22750.695		1	
15	TQS3_200731_015	41A_20	7.44	86619.414	81973.586		1	
16	TQS3_200731_016	43E_20	7.43	23832.787	22494.635		1	
17	TQS3_200731_017	43H_20	7.43	79822.383	72099.867		1	
18	TQS3_200731_018	47E_20	7.44	27770.764	25005.332		1	
19	TQS3_200731_019	47F_20	7.43	20461.258	19000.789		1	
20	TQS3_200731_020	48I_20	7.44	37183.656	34857.918		1	
21	TQS3_200731_021	49A_20	7.43	88631.820	79488.555		1	
22	TQS3_200731_022	50B_20	7.44	1105.763	805.683		1	
23	TQS3_200731_023	10G_20	7.43	70393.000	63231.305		1	
24	TQS3_200731_024	12B_20	7.44	14643.938	13708.821		1	
25	TQS3_200731_025	12I_20	7.44	11883.979	11363.972		1	
26	TQS3_200731_026	15A_20	7.44	16363.681	14421.618		1	
27	TQS3_200731_027	16B_20	7.44	23029.596	19881.324		1	
28	TQS3_200731_028	17C_20	7.44	71358.336	64148.602		1	
29	TQS3_200731_029	17E_20	7.44	21579.289	19871.090		1	
30	TQS3_200731_030	18G_20	7.44	20401.035	18403.148		1	
31	TQS3_200731_031	19C_20	7.44	17376.912	16392.461		1	
32	TQS3_200731_032	19E_20	7.43	84970.906	78014.750		1	
33	TQS3_200731_033	19E_b_20	7.44	96478.938	85802.055		1	
34	TQS3_200731_034	20B_20	7.44	7245.639	7137.432		1	
35	TQS3_200731_035	20D_20	7.43	610.957	679.791		1	
36	TQS3_200731_036	21A_20	7.44	562.782	706.504		1	
37	TQS3_200731_037	22D_20	7.44	17760.291	16719.566		1	
38	TQS3_200731_038	22G_20	7.44	20817.109	17158.559		1	
39	TQS3_200731_039	22I_20	7.44	23560.600	20777.020		1	
40	TQS3_200731_040	23C_20	7.44	11734.492	10649.169		1	
41	TQS3_200731_041	23H_20	7.44	20271.729	18645.576		1	
42	TQS3_200731_042	25F_20	7.45	819.643	569.537		1	
43	TQS3_200731_043	27H_20	7.44	28173.297	24741.422		1	
44	TQS3_200731_044	28D_20	7.44	12810.146	11319.897		1	
45	TQS3_200731_045	29H_20	7.44	85085.820	77351.211		1	
46	TQS3_200731_046	29J_20	7.44	31066.271	28370.070		1	
47	TQS3_200731_047	2D_20	7.44	76369.992	68333.492		1	
48	TQS3_200731_048	2I_20	7.45	78478.211	70489.734		1	
49	TQS3_200731_049	32D_20	7.44	26655.246	24630.127		1	
50	TQS3_200731_050	33F_20	7.44	25640.430	24264.990		1	
51	TQS3_200731_051	33J_20	7.44	91176.438	85659.852		1	
52	TQS3_200731_052	34B_20	7.44	68536.750	61764.582		1	
53	TQS3_200731_053	34D_20	7.45	18517.527	16812.604		1	
54	TQS3_200731_054	35A_20	7.45	13412.335	11806.759		1	
55	TQS3_200731_055	35H_20	7.44	17668.158	15689.333		1	
56	TQS3_200731_056	35J_20	7.44	17072.611	14956.785		1	
57	TQS3_200731_057	36D_20	7.44	9614.712	8929.663		1	
58	TQS3_200731_058	38B_20	7.44	12972.474	12043.107		1	
59	TQS3_200731_059	39C_20	7.44	69960.289	63124.816		1	
60	TQS3_200731_060	39C_b_20	7.45	70586.836	63652.355		1	
61	TQS3_200731_061	39E_20	7.45	79279.141	71754.039		1	
62	TQS3_200731_062	39H_20	7.44	22493.953	19781.006		1	
63	TQS3_200731_063	39J_20	7.44	23166.967	20803.061		1	
64	TQS3_200731_064	3A_20	7.45	581.396	777.403		1	
65	TQS3_200731_065	3A_b_20	7.45	609.637	682.952		1	
66	TQS3_200731_066	52D_20	7.44	20215.564	18371.922		1	
67	TQS3_200731_067	8D_20	7.44	705.461	820.539		1	
68	TQS3_200731_068	8G_20	7.45	22337.619	20183.883		1	
69	TQS3_200731_069	14D_50	7.44	8712.947	7846.732		1	
70	TQS3_200731_070	15H_50	7.45	564.422	803.113		1	
71	TQS3_200731_071	1E_50	7.44	869.265	504.650		1	
72	TQS3_200731_072	1E_b_50	7.44	487.801	577.050		1	
73	TQS3_200731_073	1F_50	7.45	727.866	972.790		1	
74	TQS3_200731_074	21C_50	7.44	813.609	860.969		1	
75	TQS3_200731_075	21F_50	7.45	11132.365	9135.876		1	
76	TQS3_200731_076	21J_50	7.44	15148.438	13438.562		1	
77	TQS3_200731_077	23E_50	7.45	301.217	758.419		1	
78	TQS3_200731_078	23J_50	7.45	11310.348	10570.147		1	
79	TQS3_200731_079	24B_50	7.45	10688.302	9714.816		1	
80	TQS3_200731_080	25A_50	7.44	503.961	840.650		1	
81	TQS3_200731_081	27J_50	7.45	12519.793	10186.952		1	
82	TQS3_200731_082	28B_50	7.45	16143.520	14126.577		1	
83	TQS3_200731_083	28G_50	7.45	362.368	859.829		1	
84	TQS3_200731_084	29A_50	7.44	761.576	498.896		1	
85	TQS3_200731_085	31F_50	7.44	12291.924	10466.629		1	
86	TQS3_200731_086	32I_50	7.45	38984.641	34293.656		1	
87	TQS3_200731_087	33H_50	7.45	13164.401	12080.504		1	
88	TQS3_200731_088	35F_50	7.45	580.785	454.969		1	
89	TQS3_200731_089	36G_50	7.45	1876.235	2217.865		1	
90	TQS3_200731_090	38D_50	7.45	480.163	461.152		1	
91	TQS3_200731_091	3F_50	7.45	14411.833	12878.166		1	
92	TQS3_200731_092	41H_50	7.46	575.837	1011.036		1	
93	TQS3_200731_093	42D_50	7.44	706.244	338.519		1	
94	TQS3_200731_094	42I_50	7.45	50234.180	44219.703		1	
95	TQS3_200731_095	44D_50	7.45	6738.533	6544.077		1	
96	TQS3_200731_096	44G_50	7.45	708.708	745.907		1	
97	TQS3_200731_097	45J_50	7.45	7870.408	7329.570		1	
98	TQS3_200731_098	46B_50	7.45	21179.367	17049.191		1	
99	TQS3_200731_099	46B_b_50	7.45	14233.984	13322.505		1	
100	TQS3_200731_100	52G_50	7.45	37232.430	33610.762		1	
101	TQS3_200731_101	7E_50	7.45	36727.797	31635.363		1	
102	TQS3_200731_102	7H_50	7.45	628.787	395.998		1	
103	TQS3_200731_103	9E_50	7.44	6665.607	6452.938		1	
104	TQS3_200731_104	9J_50	7.45	39507.016	34159.148		1	
105	TQS3_200731_105	11H_100	7.45	322.907	566.237		1	
106	TQS3_200731_106	16D_100	7.45	6070.648	6166.644		1	
107	TQS3_200731_107	17H_100	7.45	19906.932	17316.979		1	
108	TQS3_200731_108	1H_100	7.45	364.682	852.936		1	
109	TQS3_200731_109	1J_100	7.44	22423.801	19144.611		1	
110	TQS3_200731_110	33C_100	7.44	20525.625	16628.771		1	
111	TQS3_200731_111	38G_100	7.45	20890.391	18870.750		1	
112	TQS3_200731_112	40I_100	7.44	693.424	637.448		1	
113	TQS3_200731_113	44I_100	7.45	23884.297	20627.471		1	
114	TQS3_200731_114	45C_100	7.45	23910.650	21317.539		1	
115	TQS3_200731_115	46I_100	7.45	11301.401	9448.300		1	
116	TQS3_200731_116	6B_100	7.44	630.401	919.804		1	
117	TQS3_200731_117	11J_200	7.45	547.363	881.422		1	
118	TQS3_200731_118	12G_200	7.44	960.809	558.874		1	
119	TQS3_200731_119	15F_200	7.45	530.311	318.836		1	
120	TQS3_200731_120	24I_200	7.45	704.653	438.253		1	
121	TQS3_200731_121	26G_200	7.44	425.991	509.228		1	
122	TQS3_200731_122	30G_200	7.44	302.411	865.990		1	
123	TQS3_200731_123	31H_200	7.45	4170.368	3547.817		1	
124	TQS3_200731_124	37H_200	7.45	612.035	986.799		1	
125	TQS3_200731_125	46D_200	7.45	783.243	769.111		1	
126	TQS3_200731_126	mq H2O	7.25	213.919	60.177		1	
127	TQS3_200731_127	Cal 0	7.46	989.891	913.153		1	
128	TQS3_200731_128	Cal 0.125	7.45	14652.397	12648.805		1	
129	TQS3_200731_129	Cal 0.25	7.45	28083.938	25147.742		1	
130	TQS3_200731_130	Cal 0.5	7.45	58316.355	51118.500		1	
131	TQS3_200731_131	Cal 1	7.45	132088.609	117360.648		1	
132	TQS3_200731_132	Cal 2.5	7.45	331264.844	303808.969		1	
133	TQS3_200731_133	Cal 5	7.45	673300.688	620081.125		1	
134	TQS3_200731_134	Cal 10	7.45	1425046.625	1319071.125		1	
135	TQS3_200731_135	Cal 25	7.45	3854562.500	3643647.250		1	
136	TQS3_200731_136	mq H2O	7.46	5142.150	3863.326		1	

