Quantify Compound Summary Report 

Printed Fri Oct 08 13:17:35 2021

Compound 1:  GLY_FOMC_qn

	#	Name	Sample Text	RT	Area
103	103	U1_04122020_103	20200304_C_D-GLY	4.22	9577
104	104	U1_04122020_104	20200304_C_Eg-GLY	4.21	9288
105	105	U1_04122020_105	20200304_C_Et-GLY	4.21	10792
106	106	U1_04122020_106	20200304_C_Fg-GLY	4.21	13197
107	107	U1_04122020_107	20200304_C_Ft-GLY	4.21	12561
108	108	U1_04122020_108	Blank	4.05	7
109	109	U1_04122020_109	Sta 0.1 µg/ml	4.22	16564
110	110	U1_04122020_110	Blank	4.02	4
111	111	U1_04122020_111	20200304_C_G-GLY	4.21	11840
112	112	U1_04122020_112	20200304_C_Hg-GLY	4.21	10639
113	113	U1_04122020_113	20200304_C_Ht-GLY	4.21	9945
114	114	U1_04122020_114	20200304_C_Ig-GLY	4.21	9049
115	115	U1_04122020_115	20200304_C_It-GLY	4.22	9022
116	116	U1_04122020_116	20200304_C_Jg-GLY	4.22	6593
117	117	U1_04122020_117	20200304_C_Jt-GLY	4.21	8277
118	118	U1_04122020_118	20200304_C_Kg-GLY	4.21	8734
119	119	U1_04122020_119	Blank	4.02	6
120	120	U1_04122020_120	Sta 0.1 µg/ml	4.21	10430
121	121	U1_04122020_121	Blank	3.97	36
122	122	U1_04122020_122	20200304_C_Kt-GLY	4.21	7203
123	123	U1_04122020_123	20200304_C_L-GLY	4.21	9252
124	124	U1_04122020_124	20200304_C_M-GLY	4.21	12947
125	125	U1_04122020_125	20200304_C_N-GLY	4.21	9058
126	126	U1_04122020_126	20200304_C_O-GLY	4.21	6280
127	127	U1_04122020_127	20200304_C_P-GLY	4.21	5428
128	128	U1_04122020_128	20200304_C_Q-GLY	4.21	7545
129	129	U1_04122020_129	20200304_C_R-GLY	4.21	9477
130	130	U1_04122020_130	Blank	4.01	1
131	131	U1_04122020_131	Sta 0.1 µg/ml	4.21	12237
132	132	U1_04122020_132	Blank	4.02	14
133	133	U1_04122020_133	20200304_C_S-GLY	4.21	12563
134	134	U1_04122020_134	20200304_C_T-GLY	4.21	9440
135	135	U1_04122020_135	20200304_C_U-GLY	4.21	8627
136	136	U1_04122020_136	20200304_C_V-GLY	4.21	10097
137	137	U1_04122020_137	20200304_C_W-GLY	4.21	8195
138	138	U1_04122020_138	20200304_C_X-GLY	4.21	11111
139	139	U1_04122020_139	20200627_S_1_5-GLY	4.21	9343
140	140	U1_04122020_140	20200701_S_1_12-GLY	4.21	7027
141	141	U1_04122020_141	20200812_S_1_12-GLY	4.22	4839
142	142	U1_04122020_142	Blank	3.98	14
143	143	U1_04122020_143	Sta 0.1 µg/ml	4.21	10646
144	144	U1_04122020_144	Blank	3.90	6
145	145	U1_04122020_145	20200820_C_A-GLY	4.21	6224
146	146	U1_04122020_146	20200820_C_B-GLY	4.22	8606
147	147	U1_04122020_147	20200820_C_C-GLY	4.21	7677
148	148	U1_04122020_148	20200820_C_D-GLY	4.21	8975
149	149	U1_04122020_149	20200820_C_E-GLY	4.21	8370
150	150	U1_04122020_150	20200820_C_Ft-GLY	4.21	6303
151	151	U1_04122020_151	20200831_S_1_12-GLY	4.21	12891
152	152	U1_04122020_152	20200924_S_1_9-GLY	4.20	12538
153	153	U1_04122020_153	20200928_S_1_12-GLY	4.21	14379
154	154	U1_04122020_154	Blank	3.98	0
155	155	U1_04122020_155	Sta 0.1 µg/ml	4.22	21510
156	156	U1_04122020_156	Blank	3.99	4
157	157	U1_04122020_157	Sta Blank	4.22	13836
158	158	U1_04122020_158	Sta 0.005 µg/ml	4.21	11008
159	159	U1_04122020_159	Sta 0.01 µg/ml	4.22	18760
160	160	U1_04122020_160	Sta 0.02 µg/ml	4.22	11234
161	161	U1_04122020_161	Sta 0.05 µg/ml	4.22	16113
162	162	U1_04122020_162	Sta 0.1 µg/ml	4.22	11734
163	163	U1_04122020_163	Sta 0.2 µg/ml	4.22	9010
164	164	U1_04122020_164	Sta 0.5 µg/ml	4.22	13784
165	165	U1_04122020_165	Sta 1 µg/ml	4.21	21040
166	166	U1_04122020_166	Sta 2 µg/ml	4.21	20097
167	167	U1_04122020_167	Blank	3.98	16
168	168	U1_04122020_168	Sta 0.1 µg/ml	4.22	16625
169	169	U1_04122020_169	Blank	3.99	2
170	170	U1_04122020_170	Blank	3.99	4

Compound 4:  AMPA_FMOC_qn

	#	Name	Sample Text	RT	Area
1	1	U1_04122020_001	sta 0.1 µg/ml	4.85	27
2	2	U1_04122020_002	sta 0.1 µg/ml	4.75	7805
3	3	U1_04122020_003	Blank	4.81	1
4	4	U1_04122020_004	sta 0 µg/ml	5.01	70
5	5	U1_04122020_005	sta 0.005 µg/ml	5.00	242
6	6	U1_04122020_006	sta 0.01 µg/ml	5.01	581
7	7	U1_04122020_007	sta 0.02 µg/ml	4.99	1234
8	8	U1_04122020_008	sta 0.05µg/ml	4.99	2987
9	9	U1_04122020_009	sta 0.1 µg/ml	5.00	5192
10	10	U1_04122020_010	sta 0.2 µg/ml	4.99	10921
11	11	U1_04122020_011	sta 0.5 µg/ml	4.99	26844
12	12	U1_04122020_012	sta 1 µg/ml	4.99	54652
13	13	U1_04122020_013	sta 2 µg/ml	4.99	107603
14	14	U1_04122020_014	Blank	4.76	6
15	15	U1_04122020_015	sta 0.1 µg/ml	5.00	5799
16	16	U1_04122020_016	Blank	4.78	6
17	17	U1_04122020_017	XY-blank	4.99	235
18	18	U1_04122020_018	XY-blank 0.5 Spiked	5.00	1622
19	19	U1_04122020_019	Blank	4.87	2
20	20	U1_04122020_020	GLY-QC1 - 0.2	4.99	769
21	21	U1_04122020_021	GLY-QC2 - 0.5	4.99	1344
22	22	U1_04122020_022	GLY-QC3 - 1	4.99	2501
23	23	U1_04122020_023	Blank	4.82	5
24	24	U1_04122020_024	Sta 0.1 µg/ml	5.00	5202
25	25	U1_04122020_025	Blank	4.75	7
26	26	U1_04122020_026	20190315_W_1-GLY	5.02	72
27	27	U1_04122020_027	20190510_W_1_9-GLY	5.00	46
28	28	U1_04122020_028	20190606_W_1_2-GLY	5.00	64
29	29	U1_04122020_029	20190615_W_1_9-GLY	4.98	121
30	30	U1_04122020_030	20200627_W_1_5-GLY	4.84	2
31	31	U1_04122020_031	20200701_W_1_12-GLY	4.99	27
32	32	U1_04122020_032	20200812_W_1_12-GLY	4.87	9
33	33	U1_04122020_033	20200831_W_1_12-GLY	4.79	6
34	34	U1_04122020_034	20200924_W_1_9-GLY	4.99	403
35	35	U1_04122020_035	20200928_W_1_12-GLY	4.99	352
36	36	U1_04122020_036	Blank	4.74	5
37	37	U1_04122020_037	Sta 0.1 µg/ml	4.99	4749
38	38	U1_04122020_038	Blank	4.76	5
39	39	U1_04122020_039	20190315_S_1-GLY	4.98	154
40	40	U1_04122020_040	20190415_C_A-GLY	4.99	490
41	41	U1_04122020_041	20190415_C_B-GLY	4.99	1602
42	42	U1_04122020_042	20190415_C_C-GLY	4.99	367
43	43	U1_04122020_043	20190415_C_D-GLY	4.84	3
44	44	U1_04122020_044	20190415_C_E-GLY	4.99	5339
45	45	U1_04122020_045	20190415_C_F-GLY	4.82	1
46	46	U1_04122020_046	20190510_S_1_9-GLY	4.99	699
47	47	U1_04122020_047	Blank		
48	48	U1_04122020_048	Sta 0.1 µg/ml	4.99	4880
49	49	U1_04122020_049	Blank	4.84	0
50	50	U1_04122020_050	20190511_C_G-GLY	4.98	341
51	51	U1_04122020_051	20190511_C_H-GLY	4.99	1058
52	52	U1_04122020_052	20190511_C_I-GLY	4.99	1875
53	53	U1_04122020_053	20190511_C_J-GLY	4.99	663
54	54	U1_04122020_054	20190511_C_K-GLY	4.99	4294
55	55	U1_04122020_055	20190511_C_L-GLY	4.99	18939
56	56	U1_04122020_056	20190511_C_M-GLY	4.98	546
57	57	U1_04122020_057	20190511_C_N-GLY	4.99	526
58	58	U1_04122020_058	20190511_C_O-GLY	4.99	712
59	59	U1_04122020_059	Blank	4.79	5
60	60	U1_04122020_060	Sta 0.1 µg/ml	4.99	5164
61	61	U1_04122020_061	Blank	4.77	4
62	62	U1_04122020_062	20190528_C_A-GLY	5.00	396
63	63	U1_04122020_063	20190528_C_B-GLY	4.98	680
64	64	U1_04122020_064	20190528_C_C-GLY	4.99	558
65	65	U1_04122020_065	20190528_C_D-GLY	4.99	801
66	66	U1_04122020_066	20190528_C_E-GLY	4.99	8563
67	67	U1_04122020_067	20190528_C_F-GLY	4.99	586
68	68	U1_04122020_068	20190528_C_G-GLY	4.99	1158
69	69	U1_04122020_069	20190528_C_H-GLY	5.00	168
70	70	U1_04122020_070	Blank	4.84	11
71	71	U1_04122020_071	Sta 0.1 µg/ml	4.99	5524
72	72	U1_04122020_072	Blank	4.79	9
73	73	U1_04122020_073	Sta Blank	4.77	3
74	74	U1_04122020_074	Sta 0.005 µg/ml	4.99	362
75	75	U1_04122020_075	Sta 0.01 µg/ml	4.99	537
76	76	U1_04122020_076	Sta 0.02 µg/ml	4.99	1272
77	77	U1_04122020_077	Sta 0.05 µg/ml	4.99	2856
78	78	U1_04122020_078	Sta 0.1 µg/ml	4.99	5970
79	79	U1_04122020_079	Sta 0.2 µg/ml	4.99	10449
80	80	U1_04122020_080	Sta 0.5 µg/ml	4.99	30106
81	81	U1_04122020_081	Sta 1 µg/ml	4.98	60644
82	82	U1_04122020_082	Sta 2 µg/ml	4.98	128356
83	83	U1_04122020_083	Blank	4.74	2
84	84	U1_04122020_084	Sta 0.1 µg/ml	4.99	6029
85	85	U1_04122020_085	Blank	4.81	4
86	86	U1_04122020_086	20190606_S_1_2-GLY	4.98	1275
87	87	U1_04122020_087	20190615_S_1_9-GLY	4.98	1717
88	88	U1_04122020_088	20190819_C_I-GLY	4.99	345
89	89	U1_04122020_089	20190819_C_J-GLY	4.99	822
90	90	U1_04122020_090	20190819_C_K-GLY	4.98	422
91	91	U1_04122020_091	20190819_C_L-GLY	4.98	2922
92	92	U1_04122020_092	20190819_C_M-GLY	4.99	1913
93	93	U1_04122020_093	20190819_C_N-GLY	4.99	508
94	94	U1_04122020_094	20190819_C_O-GLY	4.99	555
95	95	U1_04122020_095	20190819_C_P-GLY	4.99	1079
96	96	U1_04122020_096	20190819_C_Q-GLY	4.99	887
97	97	U1_04122020_097	Blank	4.68	1
98	98	U1_04122020_098	Sta 0.1 µg/ml	4.99	6398
99	99	U1_04122020_099	Blank	4.81	5
100	100	U1_04122020_100	20200304_C_A-GLY	4.77	14
101	101	U1_04122020_101	20200304_C_B-GLY	4.99	211
102	102	U1_04122020_102	20200304_C_C-GLY	4.99	185
103	103	U1_04122020_103	20200304_C_D-GLY	4.98	197
104	104	U1_04122020_104	20200304_C_Eg-GLY	4.98	184
105	105	U1_04122020_105	20200304_C_Et-GLY	4.99	16241
106	106	U1_04122020_106	20200304_C_Fg-GLY	4.99	280
107	107	U1_04122020_107	20200304_C_Ft-GLY	4.99	10740
108	108	U1_04122020_108	Blank	4.82	5
109	109	U1_04122020_109	Sta 0.1 µg/ml	4.99	5674
110	110	U1_04122020_110	Blank	4.74	7
111	111	U1_04122020_111	20200304_C_G-GLY	4.76	5
112	112	U1_04122020_112	20200304_C_Hg-GLY	4.99	2170
113	113	U1_04122020_113	20200304_C_Ht-GLY	4.99	10004
114	114	U1_04122020_114	20200304_C_Ig-GLY	4.98	1028
115	115	U1_04122020_115	20200304_C_It-GLY	4.99	15834
116	116	U1_04122020_116	20200304_C_Jg-GLY	4.99	189
117	117	U1_04122020_117	20200304_C_Jt-GLY	4.99	4141
118	118	U1_04122020_118	20200304_C_Kg-GLY	4.99	184
119	119	U1_04122020_119	Blank	4.68	2
120	120	U1_04122020_120	Sta 0.1 µg/ml	4.99	3134
121	121	U1_04122020_121	Blank	4.94	9
122	122	U1_04122020_122	20200304_C_Kt-GLY	4.97	2642
123	123	U1_04122020_123	20200304_C_L-GLY	4.99	265
124	124	U1_04122020_124	20200304_C_M-GLY	4.98	309
125	125	U1_04122020_125	20200304_C_N-GLY	4.98	120
126	126	U1_04122020_126	20200304_C_O-GLY	4.98	129
127	127	U1_04122020_127	20200304_C_P-GLY	4.98	58
128	128	U1_04122020_128	20200304_C_Q-GLY	4.98	201
129	129	U1_04122020_129	20200304_C_R-GLY	4.98	425
130	130	U1_04122020_130	Blank	5.06	10
131	131	U1_04122020_131	Sta 0.1 µg/ml	4.98	4355
132	132	U1_04122020_132	Blank	4.75	8
133	133	U1_04122020_133	20200304_C_S-GLY	4.97	355
134	134	U1_04122020_134	20200304_C_T-GLY	4.98	229
135	135	U1_04122020_135	20200304_C_U-GLY	4.75	7
136	136	U1_04122020_136	20200304_C_V-GLY	4.99	142
137	137	U1_04122020_137	20200304_C_W-GLY	4.98	651
138	138	U1_04122020_138	20200304_C_X-GLY	4.98	338
139	139	U1_04122020_139	20200627_S_1_5-GLY	4.98	1046
140	140	U1_04122020_140	20200701_S_1_12-GLY	4.99	1026
141	141	U1_04122020_141	20200812_S_1_12-GLY	4.99	500
142	142	U1_04122020_142	Blank		
143	143	U1_04122020_143	Sta 0.1 µg/ml	4.98	2150
144	144	U1_04122020_144	Blank	5.01	5
145	145	U1_04122020_145	20200820_C_A-GLY	4.99	103
146	146	U1_04122020_146	20200820_C_B-GLY	4.99	506
147	147	U1_04122020_147	20200820_C_C-GLY	4.99	1134
148	148	U1_04122020_148	20200820_C_D-GLY	4.99	879
149	149	U1_04122020_149	20200820_C_E-GLY	5.02	201
150	150	U1_04122020_150	20200820_C_Ft-GLY	4.98	8407
151	151	U1_04122020_151	20200831_S_1_12-GLY	4.98	1706
152	152	U1_04122020_152	20200924_S_1_9-GLY	4.99	12561
153	153	U1_04122020_153	20200928_S_1_12-GLY	4.98	10412
154	154	U1_04122020_154	Blank	4.79	4
155	155	U1_04122020_155	Sta 0.1 µg/ml	4.98	6602
156	156	U1_04122020_156	Blank	5.18	6
157	157	U1_04122020_157	Sta Blank	4.79	3
158	158	U1_04122020_158	Sta 0.005 µg/ml	4.99	213
159	159	U1_04122020_159	Sta 0.01 µg/ml	4.98	784
160	160	U1_04122020_160	Sta 0.02 µg/ml	4.99	506
161	161	U1_04122020_161	Sta 0.05 µg/ml	4.98	5482
162	162	U1_04122020_162	Sta 0.1 µg/ml	4.98	2250
163	163	U1_04122020_163	Sta 0.2 µg/ml	4.98	4595
164	164	U1_04122020_164	Sta 0.5 µg/ml	4.98	17470
165	165	U1_04122020_165	Sta 1 µg/ml	4.98	57363
166	166	U1_04122020_166	Sta 2 µg/ml	4.98	112822
167	167	U1_04122020_167	Blank	4.79	1
168	168	U1_04122020_168	Sta 0.1 µg/ml	4.99	4322
169	169	U1_04122020_169	Blank	4.76	6
170	170	U1_04122020_170	Blank	4.81	3

Compound 5:  AMPA_FMOC_ql

	#	Name	Sample Text	RT	Area
1	1	U1_04122020_001	sta 0.1 µg/ml	4.75	22
2	2	U1_04122020_002	sta 0.1 µg/ml	4.75	2597
3	3	U1_04122020_003	Blank	4.73	1
4	4	U1_04122020_004	sta 0 µg/ml	5.02	4
5	5	U1_04122020_005	sta 0.005 µg/ml	5.02	142
6	6	U1_04122020_006	sta 0.01 µg/ml	5.00	248
7	7	U1_04122020_007	sta 0.02 µg/ml	4.99	475
8	8	U1_04122020_008	sta 0.05µg/ml	4.99	1150
9	9	U1_04122020_009	sta 0.1 µg/ml	5.00	1941
10	10	U1_04122020_010	sta 0.2 µg/ml	4.99	4221
11	11	U1_04122020_011	sta 0.5 µg/ml	4.99	10277
12	12	U1_04122020_012	sta 1 µg/ml	4.99	22538
13	13	U1_04122020_013	sta 2 µg/ml	4.99	42146
14	14	U1_04122020_014	Blank	4.84	7
15	15	U1_04122020_015	sta 0.1 µg/ml	4.99	2142
16	16	U1_04122020_016	Blank	4.79	19
17	17	U1_04122020_017	XY-blank	5.01	98
18	18	U1_04122020_018	XY-blank 0.5 Spiked	4.99	711
19	19	U1_04122020_019	Blank	4.74	6
20	20	U1_04122020_020	GLY-QC1 - 0.2	4.99	215
21	21	U1_04122020_021	GLY-QC2 - 0.5	4.99	619
22	22	U1_04122020_022	GLY-QC3 - 1	5.00	898
23	23	U1_04122020_023	Blank	4.65	19
24	24	U1_04122020_024	Sta 0.1 µg/ml	5.00	2084
25	25	U1_04122020_025	Blank	4.79	1
26	26	U1_04122020_026	20190315_W_1-GLY	4.78	1
27	27	U1_04122020_027	20190510_W_1_9-GLY	4.86	2
28	28	U1_04122020_028	20190606_W_1_2-GLY	4.87	3
29	29	U1_04122020_029	20190615_W_1_9-GLY	4.99	14
30	30	U1_04122020_030	20200627_W_1_5-GLY	4.74	9
31	31	U1_04122020_031	20200701_W_1_12-GLY	4.67	5
32	32	U1_04122020_032	20200812_W_1_12-GLY	4.81	19
33	33	U1_04122020_033	20200831_W_1_12-GLY	4.84	3
34	34	U1_04122020_034	20200924_W_1_9-GLY	4.99	179
35	35	U1_04122020_035	20200928_W_1_12-GLY	4.98	166
36	36	U1_04122020_036	Blank	4.95	2
37	37	U1_04122020_037	Sta 0.1 µg/ml	4.99	1790
38	38	U1_04122020_038	Blank	4.87	1
39	39	U1_04122020_039	20190315_S_1-GLY		
40	40	U1_04122020_040	20190415_C_A-GLY	4.72	23
41	41	U1_04122020_041	20190415_C_B-GLY	4.99	479
42	42	U1_04122020_042	20190415_C_C-GLY	4.99	145
43	43	U1_04122020_043	20190415_C_D-GLY	4.78	5
44	44	U1_04122020_044	20190415_C_E-GLY	4.99	1896
45	45	U1_04122020_045	20190415_C_F-GLY	4.78	8
46	46	U1_04122020_046	20190510_S_1_9-GLY	4.99	183
47	47	U1_04122020_047	Blank	4.79	5
48	48	U1_04122020_048	Sta 0.1 µg/ml	4.99	1924
49	49	U1_04122020_049	Blank	4.71	4
50	50	U1_04122020_050	20190511_C_G-GLY	4.99	104
51	51	U1_04122020_051	20190511_C_H-GLY	4.99	326
52	52	U1_04122020_052	20190511_C_I-GLY	4.99	716
53	53	U1_04122020_053	20190511_C_J-GLY	4.99	325
54	54	U1_04122020_054	20190511_C_K-GLY	4.99	1821
55	55	U1_04122020_055	20190511_C_L-GLY	4.99	6688
56	56	U1_04122020_056	20190511_C_M-GLY	4.97	184
57	57	U1_04122020_057	20190511_C_N-GLY	4.99	201
58	58	U1_04122020_058	20190511_C_O-GLY	4.99	252
59	59	U1_04122020_059	Blank	4.79	3
60	60	U1_04122020_060	Sta 0.1 µg/ml	4.99	2184
61	61	U1_04122020_061	Blank	4.59	5
62	62	U1_04122020_062	20190528_C_A-GLY	5.00	155
63	63	U1_04122020_063	20190528_C_B-GLY	4.99	245
64	64	U1_04122020_064	20190528_C_C-GLY	4.98	267
65	65	U1_04122020_065	20190528_C_D-GLY	4.99	293
66	66	U1_04122020_066	20190528_C_E-GLY	4.99	3755
67	67	U1_04122020_067	20190528_C_F-GLY	4.99	182
68	68	U1_04122020_068	20190528_C_G-GLY	4.99	655
69	69	U1_04122020_069	20190528_C_H-GLY	4.97	51
70	70	U1_04122020_070	Blank	4.75	4
71	71	U1_04122020_071	Sta 0.1 µg/ml	4.98	2186
72	72	U1_04122020_072	Blank	4.95	11
73	73	U1_04122020_073	Sta Blank	4.99	21
74	74	U1_04122020_074	Sta 0.005 µg/ml	4.98	145
75	75	U1_04122020_075	Sta 0.01 µg/ml	4.98	385
76	76	U1_04122020_076	Sta 0.02 µg/ml	4.99	425
77	77	U1_04122020_077	Sta 0.05 µg/ml	4.99	1030
78	78	U1_04122020_078	Sta 0.1 µg/ml	4.99	1837
79	79	U1_04122020_079	Sta 0.2 µg/ml	4.98	4674
80	80	U1_04122020_080	Sta 0.5 µg/ml	4.98	11921
81	81	U1_04122020_081	Sta 1 µg/ml	4.98	24657
82	82	U1_04122020_082	Sta 2 µg/ml	4.98	49278
83	83	U1_04122020_083	Blank	4.82	4
84	84	U1_04122020_084	Sta 0.1 µg/ml	4.99	2271
85	85	U1_04122020_085	Blank	5.06	9
86	86	U1_04122020_086	20190606_S_1_2-GLY	4.99	350
87	87	U1_04122020_087	20190615_S_1_9-GLY	4.99	636
88	88	U1_04122020_088	20190819_C_I-GLY	4.72	9
89	89	U1_04122020_089	20190819_C_J-GLY	4.99	239
90	90	U1_04122020_090	20190819_C_K-GLY	4.95	261
91	91	U1_04122020_091	20190819_C_L-GLY	4.99	1211
92	92	U1_04122020_092	20190819_C_M-GLY	4.98	736
93	93	U1_04122020_093	20190819_C_N-GLY	4.99	210
94	94	U1_04122020_094	20190819_C_O-GLY	4.99	180
95	95	U1_04122020_095	20190819_C_P-GLY	4.98	353
96	96	U1_04122020_096	20190819_C_Q-GLY	4.97	389
97	97	U1_04122020_097	Blank	4.88	4
98	98	U1_04122020_098	Sta 0.1 µg/ml	4.99	2083
99	99	U1_04122020_099	Blank	4.75	5
100	100	U1_04122020_100	20200304_C_A-GLY	4.84	1
101	101	U1_04122020_101	20200304_C_B-GLY	4.78	6
102	102	U1_04122020_102	20200304_C_C-GLY	4.64	8
103	103	U1_04122020_103	20200304_C_D-GLY	4.78	2
104	104	U1_04122020_104	20200304_C_Eg-GLY	4.79	32
105	105	U1_04122020_105	20200304_C_Et-GLY	4.99	5633
106	106	U1_04122020_106	20200304_C_Fg-GLY	4.97	126
107	107	U1_04122020_107	20200304_C_Ft-GLY	4.98	4037
108	108	U1_04122020_108	Blank	4.83	2
109	109	U1_04122020_109	Sta 0.1 µg/ml	4.99	2223
110	110	U1_04122020_110	Blank	4.84	7
111	111	U1_04122020_111	20200304_C_G-GLY	4.75	14
112	112	U1_04122020_112	20200304_C_Hg-GLY	4.98	670
113	113	U1_04122020_113	20200304_C_Ht-GLY	4.98	3849
114	114	U1_04122020_114	20200304_C_Ig-GLY	4.98	443
115	115	U1_04122020_115	20200304_C_It-GLY	4.98	6760
116	116	U1_04122020_116	20200304_C_Jg-GLY	5.01	60
117	117	U1_04122020_117	20200304_C_Jt-GLY	4.98	1922
118	118	U1_04122020_118	20200304_C_Kg-GLY	4.81	31
119	119	U1_04122020_119	Blank	4.88	5
120	120	U1_04122020_120	Sta 0.1 µg/ml	4.98	1289
121	121	U1_04122020_121	Blank	4.91	6
122	122	U1_04122020_122	20200304_C_Kt-GLY	4.99	1228
123	123	U1_04122020_123	20200304_C_L-GLY	4.99	122
124	124	U1_04122020_124	20200304_C_M-GLY	4.98	194
125	125	U1_04122020_125	20200304_C_N-GLY	4.75	1
126	126	U1_04122020_126	20200304_C_O-GLY	4.97	53
127	127	U1_04122020_127	20200304_C_P-GLY	4.98	85
128	128	U1_04122020_128	20200304_C_Q-GLY	4.78	4
129	129	U1_04122020_129	20200304_C_R-GLY	4.98	207
130	130	U1_04122020_130	Blank	4.48	8
131	131	U1_04122020_131	Sta 0.1 µg/ml	4.98	1675
132	132	U1_04122020_132	Blank	5.12	10
133	133	U1_04122020_133	20200304_C_S-GLY	4.98	133
134	134	U1_04122020_134	20200304_C_T-GLY	4.80	15
135	135	U1_04122020_135	20200304_C_U-GLY	4.77	10
136	136	U1_04122020_136	20200304_C_V-GLY	4.99	108
137	137	U1_04122020_137	20200304_C_W-GLY	4.98	300
138	138	U1_04122020_138	20200304_C_X-GLY	4.78	1
139	139	U1_04122020_139	20200627_S_1_5-GLY	4.97	299
140	140	U1_04122020_140	20200701_S_1_12-GLY	4.96	414
141	141	U1_04122020_141	20200812_S_1_12-GLY	4.83	19
142	142	U1_04122020_142	Blank	4.63	11
143	143	U1_04122020_143	Sta 0.1 µg/ml	4.98	1023
144	144	U1_04122020_144	Blank	4.83	2
145	145	U1_04122020_145	20200820_C_A-GLY	4.99	42
146	146	U1_04122020_146	20200820_C_B-GLY	4.99	202
147	147	U1_04122020_147	20200820_C_C-GLY	4.98	387
148	148	U1_04122020_148	20200820_C_D-GLY	4.99	355
149	149	U1_04122020_149	20200820_C_E-GLY	4.84	6
150	150	U1_04122020_150	20200820_C_Ft-GLY	4.98	3686
151	151	U1_04122020_151	20200831_S_1_12-GLY	4.98	616
152	152	U1_04122020_152	20200924_S_1_9-GLY	4.98	5234
153	153	U1_04122020_153	20200928_S_1_12-GLY	4.98	3789
154	154	U1_04122020_154	Blank	4.86	10
155	155	U1_04122020_155	Sta 0.1 µg/ml	4.99	2497
156	156	U1_04122020_156	Blank	4.81	3
157	157	U1_04122020_157	Sta Blank	4.75	3
158	158	U1_04122020_158	Sta 0.005 µg/ml	4.98	85
159	159	U1_04122020_159	Sta 0.01 µg/ml	4.98	332
160	160	U1_04122020_160	Sta 0.02 µg/ml	4.98	196
161	161	U1_04122020_161	Sta 0.05 µg/ml	4.98	1688
162	162	U1_04122020_162	Sta 0.1 µg/ml	4.99	989
163	163	U1_04122020_163	Sta 0.2 µg/ml	4.99	1850
164	164	U1_04122020_164	Sta 0.5 µg/ml	4.98	6685
165	165	U1_04122020_165	Sta 1 µg/ml	4.98	20297
166	166	U1_04122020_166	Sta 2 µg/ml	4.98	40193
167	167	U1_04122020_167	Blank	4.75	13
168	168	U1_04122020_168	Sta 0.1 µg/ml	4.99	1920
169	169	U1_04122020_169	Blank	4.76	8
170	170	U1_04122020_170	Blank	4.91	1

Compound 6:  AMPA_FMOC_IS

	#	Name	Sample Text	RT	Area
1	1	U1_04122020_001	sta 0.1 µg/ml	4.78	50
2	2	U1_04122020_002	sta 0.1 µg/ml	4.75	6466
3	3	U1_04122020_003	Blank	4.83	1
4	4	U1_04122020_004	sta 0 µg/ml	5.01	4966
5	5	U1_04122020_005	sta 0.005 µg/ml	5.00	5597
6	6	U1_04122020_006	sta 0.01 µg/ml	5.00	4336
7	7	U1_04122020_007	sta 0.02 µg/ml	5.00	4612
8	8	U1_04122020_008	sta 0.05µg/ml	4.99	4554
9	9	U1_04122020_009	sta 0.1 µg/ml	4.99	4444
10	10	U1_04122020_010	sta 0.2 µg/ml	4.99	5078
11	11	U1_04122020_011	sta 0.5 µg/ml	4.99	5153
12	12	U1_04122020_012	sta 1 µg/ml	4.99	5002
13	13	U1_04122020_013	sta 2 µg/ml	4.99	5480
14	14	U1_04122020_014	Blank	4.49	26
15	15	U1_04122020_015	sta 0.1 µg/ml	4.99	4249
16	16	U1_04122020_016	Blank	4.44	12
17	17	U1_04122020_017	XY-blank	4.99	2818
18	18	U1_04122020_018	XY-blank 0.5 Spiked	5.00	3057
19	19	U1_04122020_019	Blank	4.73	2
20	20	U1_04122020_020	GLY-QC1 - 0.2	4.99	3650
21	21	U1_04122020_021	GLY-QC2 - 0.5	4.99	3023
22	22	U1_04122020_022	GLY-QC3 - 1	4.99	2499
23	23	U1_04122020_023	Blank	4.88	3
24	24	U1_04122020_024	Sta 0.1 µg/ml	4.99	4243
25	25	U1_04122020_025	Blank	4.68	8
26	26	U1_04122020_026	20190315_W_1-GLY	4.99	4318
27	27	U1_04122020_027	20190510_W_1_9-GLY	4.99	4634
28	28	U1_04122020_028	20190606_W_1_2-GLY	4.99	4292
29	29	U1_04122020_029	20190615_W_1_9-GLY	4.99	4915
30	30	U1_04122020_030	20200627_W_1_5-GLY	4.99	3947
31	31	U1_04122020_031	20200701_W_1_12-GLY	4.99	4902
32	32	U1_04122020_032	20200812_W_1_12-GLY	4.99	4751
33	33	U1_04122020_033	20200831_W_1_12-GLY	4.99	4894
34	34	U1_04122020_034	20200924_W_1_9-GLY	4.99	4259
35	35	U1_04122020_035	20200928_W_1_12-GLY	4.99	4754
36	36	U1_04122020_036	Blank	4.91	1
37	37	U1_04122020_037	Sta 0.1 µg/ml	4.99	4363
38	38	U1_04122020_038	Blank	4.76	31
39	39	U1_04122020_039	20190315_S_1-GLY	4.99	3930
40	40	U1_04122020_040	20190415_C_A-GLY	4.99	4240
41	41	U1_04122020_041	20190415_C_B-GLY	4.99	3568
42	42	U1_04122020_042	20190415_C_C-GLY	4.99	4115
