Quantify Compound Summary Report 

Printed Wed Feb 02 11:08:47 2022

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area
36	36	TQS3_210129_036	20190818_W_6-LC	7.32	278
37	37	TQS3_210129_037	20190818_W_7-LC	7.30	221
38	38	TQS3_210129_038	20190818_W_8_9-LC	7.28	78
39	39	TQS3_210129_039	20190818_W_10_12-LC	7.32	526
40	40	TQS3_210129_040	20200617_W_1_4-LC	7.31	326
41	41	TQS3_210129_041	20200617_W_5-LC	7.29	182
42	42	TQS3_210129_042	20200617_W_6-LC	7.34	634
43	43	TQS3_210129_043	Blank	7.27	288
44	44	TQS3_210129_044	Std 3.125 ng/ml solvent	7.33	21163
45	45	TQS3_210129_045	Blank	7.32	214
46	46	TQS3_210129_046	20200617_W_7-LC	7.31	276
47	47	TQS3_210129_047	20200617_W_8_9-LC	7.28	186
48	48	TQS3_210129_048	20200617_W_10_12-LC	7.30	587
49	49	TQS3_210129_049	20200813_W_1_2-LC	7.29	179
50	50	TQS3_210129_050	20200813_W_3-LC	7.28	107
51	51	TQS3_210129_051	20200813_W_4-LC	7.29	98
52	52	TQS3_210129_052	20200813_W_5-LC	7.29	106
53	53	TQS3_210129_053	20200813_W_6-LC	7.30	201
54	54	TQS3_210129_054	20200813_W_7-LC	7.29	273
55	55	TQS3_210129_055	20200813_W_8_12-LC	7.29	126
56	56	TQS3_210129_056	Blank	7.29	133
57	57	TQS3_210129_057	Std 3.125 ng/ml solvent	7.32	19971
58	58	TQS3_210129_058	Blank	7.31	190
59	59	TQS3_210129_059	20200816_W_1-LC	7.30	58
60	60	TQS3_210129_060	20200816_W_2-LC	7.31	121
61	61	TQS3_210129_061	20200816_W_3-LC	7.33	105
62	62	TQS3_210129_062	20200816_W_4-LC	7.31	120
63	63	TQS3_210129_063	20200816_W_5-LC	7.30	123
64	64	TQS3_210129_064	20200701_W_1_12-LC	7.30	54
65	65	TQS3_210129_065	20200812_W_1_12-LC	7.28	202
66	66	TQS3_210129_066	20200831_W_1_12-LC	7.29	98
67	67	TQS3_210129_067	20200924_W_1_9-LC	7.31	170
68	68	TQS3_210129_068	20200928_W_1_12-LC	7.31	70
69	69	TQS3_210129_069	Blank	7.32	97
70	70	TQS3_210129_070	Std 3.125 ng/ml solvent	7.32	20727
71	71	TQS3_210129_071	Blank	7.29	108
72	72	TQS3_210129_072	Std 0 ng/mL	7.32	192
73	73	TQS3_210129_073	Std 1.25 ng/mL	7.33	8190
74	74	TQS3_210129_074	Std 3.125 ng/mL	7.33	20997
75	75	TQS3_210129_075	Std 6.25 ng/mL	7.33	38804
76	76	TQS3_210129_076	Std 12.5 ng/mL	7.33	75537
77	77	TQS3_210129_077	Std 50 ng/mL	7.33	282822
78	78	TQS3_210129_078	Blank	7.29	126
79	79	TQS3_210129_079	Std 3.125 ng/ml matrix	7.33	49225
80	80	TQS3_210129_080	Blank	7.29	80
81	81	TQS3_210129_081	20190528_S_1-LC	7.32	280
82	82	TQS3_210129_082	20190528_S_2-LC	7.30	82
83	83	TQS3_210129_083	20190528_S_3-LC	7.31	43
84	84	TQS3_210129_084	20190528_S_4-LC	7.31	324
85	85	TQS3_210129_085	20190528_S_5-LC	7.30	103
86	86	TQS3_210129_086	20190528_S_6-LC	7.28	45
87	87	TQS3_210129_087	20190528_S_7-LC	7.31	125
88	88	TQS3_210129_088	20190528_S_8_12-LC	7.30	175
89	89	TQS3_210129_089	20190818_S_1-LC	7.28	167
90	90	TQS3_210129_090	20190818_S_2-LC	7.32	461
91	91	TQS3_210129_091	Blank	7.31	79
92	92	TQS3_210129_092	Std 3.125 ng/ml matrix	7.32	46778
93	93	TQS3_210129_093	Blank	7.31	213
94	94	TQS3_210129_094	20190818_S_3-LC	7.32	341
95	95	TQS3_210129_095	20190818_S_4-LC	7.30	37
96	96	TQS3_210129_096	20190818_S_5-LC	7.33	233
97	97	TQS3_210129_097	20190818_S_6-LC	7.32	183
98	98	TQS3_210129_098	20190818_S_7-LC	7.31	238
99	99	TQS3_210129_099	20190818_S_8_9-LC	7.34	448
100	100	TQS3_210129_100	20190818_S_10_12-LC	7.28	84
101	101	TQS3_210129_101	20200617_S_1_4-LC	7.32	675
102	102	TQS3_210129_102	20200617_S_5-LC	7.30	145
103	103	TQS3_210129_103	20200617_S_6-LC	7.32	476
104	104	TQS3_210129_104	Blank	7.32	134
105	105	TQS3_210129_105	Std 3.125 ng/ml matrix	7.32	45847
106	106	TQS3_210129_106	Blank	7.31	196
107	107	TQS3_210129_107	20200617_S_7-LC	7.31	467
108	108	TQS3_210129_108	20200617_S_8_9-LC	7.32	721
109	109	TQS3_210129_109	20200617_S_10_12-LC	7.32	465
110	110	TQS3_210129_110	20200813_S_1_2-LC	7.31	218
111	111	TQS3_210129_111	20200813_S_3-LC	7.31	182
112	112	TQS3_210129_112	20200813_S_4-LC	7.30	69
113	113	TQS3_210129_113	20200813_S_5-LC	7.31	328
114	114	TQS3_210129_114	20200813_S_6-LC	7.30	195
115	115	TQS3_210129_115	20200813_S_7-LC	7.32	830
116	116	TQS3_210129_116	20200813_S_8_12-LC	7.30	70
117	117	TQS3_210129_117	Blank	7.34	515
118	118	TQS3_210129_118	Std 3.125 ng/ml matrix	7.32	45934
119	119	TQS3_210129_119	Blank	7.27	112
120	120	TQS3_210129_120	20200816_S_1-LC	7.32	119
121	121	TQS3_210129_121	20200816_S_2-LC	7.34	264
122	122	TQS3_210129_122	20200816_S_3-LC	7.30	221
123	123	TQS3_210129_123	20200816_S_4-LC	7.28	102
124	124	TQS3_210129_124	20200816_S_5-LC	7.30	130
125	125	TQS3_210129_125	20190315_S_1_2-B	7.31	44
126	126	TQS3_210129_126	20190606_S_1_2-B	7.28	95
127	127	TQS3_210129_127	20200924_S_1_9-B	7.27	185
128	128	TQS3_210129_128	20201008_S_1_12-LC	7.31	126
129	129	TQS3_210129_129	20201023_S_1_2-LC	7.32	529
130	130	TQS3_210129_130	Blank	7.28	291
131	131	TQS3_210129_131	Std 3.125 ng/ml matrix	7.32	44771
132	132	TQS3_210129_132	Blank	7.33	621
133	133	TQS3_210129_133	20201023_S_3-LC	7.31	246
134	134	TQS3_210129_134	20201023_S_4-LC	7.33	490
135	135	TQS3_210129_135	20201023_S_5-LC	7.33	210
136	136	TQS3_210129_136	20201023_S_6-LC	7.30	95
137	137	TQS3_210129_137	20201023_S_7-LC	7.29	82
138	138	TQS3_210129_138	20201023_S_8-LC	7.27	180
139	139	TQS3_210129_139	Blank	7.30	230
140	140	TQS3_210129_140	Std 3.125 ng/ml matrix	7.32	49350
141	141	TQS3_210129_141	Std 3.125 ng/ml Solvent	7.32	19702
142	142	TQS3_210129_142	Blank	7.31	199
143	143	TQS3_210129_143	20201008_W_1_12-LC	7.29	228
144	144	TQS3_210129_144	20201023_W_1_2-LC	7.30	56
145	145	TQS3_210129_145	20201023_W_3-LC	7.30	131
146	146	TQS3_210129_146	20201023_W_4-LC	7.31	58
147	147	TQS3_210129_147	20201023_W_5-LC	7.29	38
148	148	TQS3_210129_148	20201023_W_6-LC	7.35	153
149	149	TQS3_210129_149	20201023_W_7-LC	7.33	315
150	150	TQS3_210129_150	20201023_W_8-LC	7.28	146
151	151	TQS3_210129_151	20201023_W_9_12-LC	7.29	59
152	152	TQS3_210129_152	Blank	7.31	277
153	153	TQS3_210129_153	Std 3.125 ng/ml Solvent	7.32	19938
154	154	TQS3_210129_154	Std 3.125 ng/ml matrix	7.32	47260
155	155	TQS3_210129_155	Blank	7.30	209
156	156	TQS3_210129_156	Std 0 ng/mL	7.32	204
157	157	TQS3_210129_157	Std 1.25 ng/mL	7.32	7969
158	158	TQS3_210129_158	Std 3.125 ng/mL	7.32	19524
159	159	TQS3_210129_159	Std 6.25 ng/mL	7.32	40278
160	160	TQS3_210129_160	Std 12.5 ng/mL	7.32	79849
161	161	TQS3_210129_161	Std 50 ng/mL	7.32	293771
162	162	TQS3_210129_162	Blank	7.26	411

Compound 23:  Pyraclostrobin

	#	Name	Sample Text	RT	Area
1	1	TQS3_210129_001	Blank	7.52	2202
2	2	TQS3_210129_002	Std 0 ng/mL	7.52	2273
3	3	TQS3_210129_003	Std 1.25 ng/mL	7.52	263688
4	4	TQS3_210129_004	Std 3.125 ng/mL	7.60	704714
5	5	TQS3_210129_005	Std 6.25 ng/mL	7.59	1370681
6	6	TQS3_210129_006	Std 12.5 ng/mL	7.59	2748138
7	7	TQS3_210129_007	Std 50 ng/mL	7.59	8201545
8	8	TQS3_210129_008	Blank	7.58	4032
9	9	TQS3_210129_009	Std 3.125 ng/ml matrix	7.59	1557354
10	10	TQS3_210129_010	Blank	7.58	1237
11	11	TQS3_210129_011	XY-blank-IS	7.58	2151
12	12	TQS3_210129_012	XY-blank-IS-std_mix	7.58	2496935
13	13	TQS3_210129_013	LC-RS-QC1 standard	7.58	1813938
14	14	TQS3_210129_014	LC-RS-QC2	7.58	1782706
15	15	TQS3_210129_015	LC-W-QC1 standard	7.59	2489481
16	16	TQS3_210129_016	Blank	7.59	2832
17	17	TQS3_210129_017	Std 3.125 ng/ml matrix	7.58	1600482
18	18	TQS3_210129_018	Std 3.125 ng/ml solvent	7.58	764773
19	19	TQS3_210129_019	Blank	7.59	1584
20	20	TQS3_210129_020	20190528_W_1-LC	7.59	1618
21	21	TQS3_210129_021	20190528_W_2-LC	7.58	1334
22	22	TQS3_210129_022	20190528_W_3-LC	7.59	1528
23	23	TQS3_210129_023	20190528_W_4-LC	7.58	1120
24	24	TQS3_210129_024	20190528_W_5-LC	7.58	1283
25	25	TQS3_210129_025	20190528_W_6-LC	7.59	659
26	26	TQS3_210129_026	20190528_W_7-LC	7.62	808
27	27	TQS3_210129_027	20190528_W_8_12-LC	7.58	165
28	28	TQS3_210129_028	20190818_W_1-LC	7.57	598
29	29	TQS3_210129_029	20190818_W_2-LC	7.58	618
30	30	TQS3_210129_030	Blank	7.57	272
31	31	TQS3_210129_031	Std 3.125 ng/ml solvent	7.58	745603
32	32	TQS3_210129_032	Blank	7.58	557
33	33	TQS3_210129_033	20190818_W_3-LC	7.58	760
34	34	TQS3_210129_034	20190818_W_4-LC	7.56	491
35	35	TQS3_210129_035	20190818_W_5-LC	7.56	321
36	36	TQS3_210129_036	20190818_W_6-LC	7.61	1255
37	37	TQS3_210129_037	20190818_W_7-LC	7.56	291
38	38	TQS3_210129_038	20190818_W_8_9-LC	7.56	112
39	39	TQS3_210129_039	20190818_W_10_12-LC	7.58	302
40	40	TQS3_210129_040	20200617_W_1_4-LC	7.58	905
41	41	TQS3_210129_041	20200617_W_5-LC	7.59	640
42	42	TQS3_210129_042	20200617_W_6-LC	7.59	985
43	43	TQS3_210129_043	Blank	7.58	1064
44	44	TQS3_210129_044	Std 3.125 ng/ml solvent	7.58	761072
45	45	TQS3_210129_045	Blank	7.59	609
46	46	TQS3_210129_046	20200617_W_7-LC	7.57	1303
47	47	TQS3_210129_047	20200617_W_8_9-LC	7.56	365
48	48	TQS3_210129_048	20200617_W_10_12-LC	7.59	748
49	49	TQS3_210129_049	20200813_W_1_2-LC	7.55	249
50	50	TQS3_210129_050	20200813_W_3-LC	7.59	1166
51	51	TQS3_210129_051	20200813_W_4-LC	7.55	94
52	52	TQS3_210129_052	20200813_W_5-LC	7.57	938
53	53	TQS3_210129_053	20200813_W_6-LC	7.60	1172
54	54	TQS3_210129_054	20200813_W_7-LC	7.56	183
55	55	TQS3_210129_055	20200813_W_8_12-LC	7.58	928
56	56	TQS3_210129_056	Blank	7.56	36
57	57	TQS3_210129_057	Std 3.125 ng/ml solvent	7.58	764158
58	58	TQS3_210129_058	Blank	7.57	1063
59	59	TQS3_210129_059	20200816_W_1-LC	7.59	1399
60	60	TQS3_210129_060	20200816_W_2-LC	7.57	710
61	61	TQS3_210129_061	20200816_W_3-LC	7.59	856
62	62	TQS3_210129_062	20200816_W_4-LC	7.57	885
63	63	TQS3_210129_063	20200816_W_5-LC	7.58	1551
64	64	TQS3_210129_064	20200701_W_1_12-LC	7.58	866
65	65	TQS3_210129_065	20200812_W_1_12-LC	7.58	1278
66	66	TQS3_210129_066	20200831_W_1_12-LC	7.56	335
67	67	TQS3_210129_067	20200924_W_1_9-LC	7.59	1804
68	68	TQS3_210129_068	20200928_W_1_12-LC	7.56	101
69	69	TQS3_210129_069	Blank	7.58	232
70	70	TQS3_210129_070	Std 3.125 ng/ml solvent	7.58	781233
71	71	TQS3_210129_071	Blank	7.58	651
72	72	TQS3_210129_072	Std 0 ng/mL	7.59	968
73	73	TQS3_210129_073	Std 1.25 ng/mL	7.58	292742
74	74	TQS3_210129_074	Std 3.125 ng/mL	7.59	775428
75	75	TQS3_210129_075	Std 6.25 ng/mL	7.59	1452080
76	76	TQS3_210129_076	Std 12.5 ng/mL	7.59	2881549
77	77	TQS3_210129_077	Std 50 ng/mL	7.59	8228080
78	78	TQS3_210129_078	Blank	7.59	5265
79	79	TQS3_210129_079	Std 3.125 ng/ml matrix	7.59	1662355
80	80	TQS3_210129_080	Blank	7.58	1947
81	81	TQS3_210129_081	20190528_S_1-LC	7.58	11183
82	82	TQS3_210129_082	20190528_S_2-LC	7.59	5863
83	83	TQS3_210129_083	20190528_S_3-LC	7.58	6620
84	84	TQS3_210129_084	20190528_S_4-LC	7.58	10931
85	85	TQS3_210129_085	20190528_S_5-LC	7.59	8438
86	86	TQS3_210129_086	20190528_S_6-LC	7.57	8914
87	87	TQS3_210129_087	20190528_S_7-LC	7.57	9482
88	88	TQS3_210129_088	20190528_S_8_12-LC	7.57	12783
89	89	TQS3_210129_089	20190818_S_1-LC	7.58	13209
90	90	TQS3_210129_090	20190818_S_2-LC	7.57	13562
91	91	TQS3_210129_091	Blank	7.57	1770
92	92	TQS3_210129_092	Std 3.125 ng/ml matrix	7.58	1622877
93	93	TQS3_210129_093	Blank	7.57	1237
94	94	TQS3_210129_094	20190818_S_3-LC	7.58	15664
95	95	TQS3_210129_095	20190818_S_4-LC	7.57	13888
96	96	TQS3_210129_096	20190818_S_5-LC	7.57	10621
97	97	TQS3_210129_097	20190818_S_6-LC	7.57	14425
98	98	TQS3_210129_098	20190818_S_7-LC	7.57	26718
99	99	TQS3_210129_099	20190818_S_8_9-LC	7.57	29881
100	100	TQS3_210129_100	20190818_S_10_12-LC	7.57	41870
101	101	TQS3_210129_101	20200617_S_1_4-LC	7.57	68647
102	102	TQS3_210129_102	20200617_S_5-LC	7.57	65504
103	103	TQS3_210129_103	20200617_S_6-LC	7.58	52967
104	104	TQS3_210129_104	Blank	7.57	197
105	105	TQS3_210129_105	Std 3.125 ng/ml matrix	7.58	1515724
106	106	TQS3_210129_106	Blank	7.59	1442
107	107	TQS3_210129_107	20200617_S_7-LC	7.58	11265
108	108	TQS3_210129_108	20200617_S_8_9-LC	7.57	52372
109	109	TQS3_210129_109	20200617_S_10_12-LC	7.58	64891
110	110	TQS3_210129_110	20200813_S_1_2-LC	7.58	105288
111	111	TQS3_210129_111	20200813_S_3-LC	7.58	48388
112	112	TQS3_210129_112	20200813_S_4-LC	7.58	48544
113	113	TQS3_210129_113	20200813_S_5-LC	7.59	49007
114	114	TQS3_210129_114	20200813_S_6-LC	7.58	62551
115	115	TQS3_210129_115	20200813_S_7-LC	7.58	62149
116	116	TQS3_210129_116	20200813_S_8_12-LC	7.58	65402
117	117	TQS3_210129_117	Blank	7.55	156
118	118	TQS3_210129_118	Std 3.125 ng/ml matrix	7.58	1533835
119	119	TQS3_210129_119	Blank	7.57	1097
120	120	TQS3_210129_120	20200816_S_1-LC	7.59	27676
121	121	TQS3_210129_121	20200816_S_2-LC	7.59	28791
122	122	TQS3_210129_122	20200816_S_3-LC	7.59	37183
123	123	TQS3_210129_123	20200816_S_4-LC	7.59	38522
124	124	TQS3_210129_124	20200816_S_5-LC	7.59	46191
125	125	TQS3_210129_125	20190315_S_1_2-B	7.59	16968
126	126	TQS3_210129_126	20190606_S_1_2-B	7.59	557325
127	127	TQS3_210129_127	20200924_S_1_9-B	7.59	12509
128	128	TQS3_210129_128	20201008_S_1_12-LC	7.59	56061
129	129	TQS3_210129_129	20201023_S_1_2-LC	7.58	222971
130	130	TQS3_210129_130	Blank	7.59	821
131	131	TQS3_210129_131	Std 3.125 ng/ml matrix	7.57	1568737
132	132	TQS3_210129_132	Blank	7.57	1233
133	133	TQS3_210129_133	20201023_S_3-LC	7.58	48242
134	134	TQS3_210129_134	20201023_S_4-LC	7.57	45910
135	135	TQS3_210129_135	20201023_S_5-LC	7.58	50537
136	136	TQS3_210129_136	20201023_S_6-LC	7.57	43495
137	137	TQS3_210129_137	20201023_S_7-LC	7.57	45785
138	138	TQS3_210129_138	20201023_S_8-LC	7.57	46461
139	139	TQS3_210129_139	Blank	7.56	779
140	140	TQS3_210129_140	Std 3.125 ng/ml matrix	7.57	1619366
141	141	TQS3_210129_141	Std 3.125 ng/ml Solvent	7.58	768462
142	142	TQS3_210129_142	Blank	7.57	452
143	143	TQS3_210129_143	20201008_W_1_12-LC	7.57	1541
144	144	TQS3_210129_144	20201023_W_1_2-LC	7.59	1391
145	145	TQS3_210129_145	20201023_W_3-LC	7.58	1159
146	146	TQS3_210129_146	20201023_W_4-LC	7.56	295
147	147	TQS3_210129_147	20201023_W_5-LC	7.57	503
148	148	TQS3_210129_148	20201023_W_6-LC	7.59	787
149	149	TQS3_210129_149	20201023_W_7-LC	7.57	362
150	150	TQS3_210129_150	20201023_W_8-LC	7.58	757
151	151	TQS3_210129_151	20201023_W_9_12-LC	7.57	868
152	152	TQS3_210129_152	Blank	7.57	430
153	153	TQS3_210129_153	Std 3.125 ng/ml Solvent	7.58	758844
154	154	TQS3_210129_154	Std 3.125 ng/ml matrix	7.58	1583703
155	155	TQS3_210129_155	Blank	7.56	993
156	156	TQS3_210129_156	Std 0 ng/mL	7.56	1705
157	157	TQS3_210129_157	Std 1.25 ng/mL	7.58	301892
158	158	TQS3_210129_158	Std 3.125 ng/mL	7.58	773449
159	159	TQS3_210129_159	Std 6.25 ng/mL	7.58	1446005
160	160	TQS3_210129_160	Std 12.5 ng/mL	7.58	2916672
161	161	TQS3_210129_161	Std 50 ng/mL	7.58	8200867
162	162	TQS3_210129_162	Blank	7.57	4914

Compound 24:  Prothioconazole

	#	Name	Sample Text	RT	Area
1	1	TQS3_210129_001	Blank	7.29	1615
2	2	TQS3_210129_002	Std 0 ng/mL	7.50	1698
3	3	TQS3_210129_003	Std 1.25 ng/mL	7.48	566
4	4	TQS3_210129_004	Std 3.125 ng/mL	7.49	28828
5	5	TQS3_210129_005	Std 6.25 ng/mL	7.47	59573
6	6	TQS3_210129_006	Std 12.5 ng/mL	7.48	120771
7	7	TQS3_210129_007	Std 50 ng/mL	7.48	502453
8	8	TQS3_210129_008	Blank	7.34	660
9	9	TQS3_210129_009	Std 3.125 ng/ml matrix	7.49	66539
10	10	TQS3_210129_010	Blank	7.34	1223
11	11	TQS3_210129_011	XY-blank-IS	7.45	1659
12	12	TQS3_210129_012	XY-blank-IS-std_mix	7.48	79333
13	13	TQS3_210129_013	LC-RS-QC1 standard	7.47	49599
14	14	TQS3_210129_014	LC-RS-QC2	7.48	49504
15	15	TQS3_210129_015	LC-W-QC1 standard	7.48	113607
16	16	TQS3_210129_016	Blank	7.31	999
17	17	TQS3_210129_017	Std 3.125 ng/ml matrix	7.47	73305
18	18	TQS3_210129_018	Std 3.125 ng/ml solvent	7.47	31435
19	19	TQS3_210129_019	Blank	7.45	1245
20	20	TQS3_210129_020	20190528_W_1-LC	7.43	1200
21	21	TQS3_210129_021	20190528_W_2-LC	7.42	2410
22	22	TQS3_210129_022	20190528_W_3-LC	7.44	1204
23	23	TQS3_210129_023	20190528_W_4-LC	7.41	1351
24	24	TQS3_210129_024	20190528_W_5-LC	7.44	868
25	25	TQS3_210129_025	20190528_W_6-LC	7.44	1672
26	26	TQS3_210129_026	20190528_W_7-LC	7.54	711
27	27	TQS3_210129_027	20190528_W_8_12-LC	7.37	1019
28	28	TQS3_210129_028	20190818_W_1-LC	7.35	2844
29	29	TQS3_210129_029	20190818_W_2-LC	7.42	977
30	30	TQS3_210129_030	Blank	7.46	1404
31	31	TQS3_210129_031	Std 3.125 ng/ml solvent	7.47	33359
32	32	TQS3_210129_032	Blank	7.44	823
33	33	TQS3_210129_033	20190818_W_3-LC	7.39	846
34	34	TQS3_210129_034	20190818_W_4-LC	7.46	1010
35	35	TQS3_210129_035	20190818_W_5-LC	7.45	1755
36	36	TQS3_210129_036	20190818_W_6-LC	7.46	1083
37	37	TQS3_210129_037	20190818_W_7-LC	7.45	668
38	38	TQS3_210129_038	20190818_W_8_9-LC	7.49	740
39	39	TQS3_210129_039	20190818_W_10_12-LC	7.44	1157
40	40	TQS3_210129_040	20200617_W_1_4-LC	7.45	863
41	41	TQS3_210129_041	20200617_W_5-LC	7.48	762
42	42	TQS3_210129_042	20200617_W_6-LC	7.43	1302
43	43	TQS3_210129_043	Blank	7.45	929
44	44	TQS3_210129_044	Std 3.125 ng/ml solvent	7.47	33225
45	45	TQS3_210129_045	Blank	7.38	898
46	46	TQS3_210129_046	20200617_W_7-LC	7.39	1069
47	47	TQS3_210129_047	20200617_W_8_9-LC	7.44	2114
48	48	TQS3_210129_048	20200617_W_10_12-LC	7.41	812
49	49	TQS3_210129_049	20200813_W_1_2-LC	7.47	759
50	50	TQS3_210129_050	20200813_W_3-LC	7.49	1550
51	51	TQS3_210129_051	20200813_W_4-LC	7.46	1391
52	52	TQS3_210129_052	20200813_W_5-LC	7.43	1427
53	53	TQS3_210129_053	20200813_W_6-LC	7.44	2357
54	54	TQS3_210129_054	20200813_W_7-LC	7.50	817
55	55	TQS3_210129_055	20200813_W_8_12-LC	7.37	1240
56	56	TQS3_210129_056	Blank	7.43	953
57	57	TQS3_210129_057	Std 3.125 ng/ml solvent	7.47	36322
58	58	TQS3_210129_058	Blank		
59	59	TQS3_210129_059	20200816_W_1-LC	7.48	861
60	60	TQS3_210129_060	20200816_W_2-LC	7.44	766
61	61	TQS3_210129_061	20200816_W_3-LC	7.44	1268
62	62	TQS3_210129_062	20200816_W_4-LC	7.45	1263
63	63	TQS3_210129_063	20200816_W_5-LC	7.44	1347
64	64	TQS3_210129_064	20200701_W_1_12-LC	7.51	768
65	65	TQS3_210129_065	20200812_W_1_12-LC	7.43	1828
66	66	TQS3_210129_066	20200831_W_1_12-LC	7.55	1819
67	67	TQS3_210129_067	20200924_W_1_9-LC	7.44	2828
68	68	TQS3_210129_068	20200928_W_1_12-LC	7.43	2030
69	69	TQS3_210129_069	Blank	7.57	921
70	70	TQS3_210129_070	Std 3.125 ng/ml solvent	7.47	31662
71	71	TQS3_210129_071	Blank	7.41	2315
72	72	TQS3_210129_072	Std 0 ng/mL	7.45	857
73	73	TQS3_210129_073	Std 1.25 ng/mL	7.48	8486
74	74	TQS3_210129_074	Std 3.125 ng/mL	7.48	35866
75	75	TQS3_210129_075	Std 6.25 ng/mL	7.48	70014
76	76	TQS3_210129_076	Std 12.5 ng/mL	7.48	134786
77	77	TQS3_210129_077	Std 50 ng/mL	7.48	563123
78	78	TQS3_210129_078	Blank	7.32	825
79	79	TQS3_210129_079	Std 3.125 ng/ml matrix	7.48	73111
80	80	TQS3_210129_080	Blank	7.69	2020
81	81	TQS3_210129_081	20190528_S_1-LC	7.45	1469
82	82	TQS3_210129_082	20190528_S_2-LC	7.43	2484
83	83	TQS3_210129_083	20190528_S_3-LC	7.49	1806
84	84	TQS3_210129_084	20190528_S_4-LC	7.44	1860
85	85	TQS3_210129_085	20190528_S_5-LC	7.45	707
86	86	TQS3_210129_086	20190528_S_6-LC	7.43	2232
87	87	TQS3_210129_087	20190528_S_7-LC	7.40	794
88	88	TQS3_210129_088	20190528_S_8_12-LC	7.46	1144
89	89	TQS3_210129_089	20190818_S_1-LC	7.45	1066
90	90	TQS3_210129_090	20190818_S_2-LC	7.36	696
91	91	TQS3_210129_091	Blank	7.45	1121
92	92	TQS3_210129_092	Std 3.125 ng/ml matrix	7.47	76464
93	93	TQS3_210129_093	Blank	7.42	1191
94	94	TQS3_210129_094	20190818_S_3-LC	7.59	828
95	95	TQS3_210129_095	20190818_S_4-LC	7.48	693
96	96	TQS3_210129_096	20190818_S_5-LC	7.47	1883
97	97	TQS3_210129_097	20190818_S_6-LC	7.41	1508
98	98	TQS3_210129_098	20190818_S_7-LC	7.44	1142
99	99	TQS3_210129_099	20190818_S_8_9-LC	7.47	1977
100	100	TQS3_210129_100	20190818_S_10_12-LC	7.38	1261
101	101	TQS3_210129_101	20200617_S_1_4-LC	7.46	1198
102	102	TQS3_210129_102	20200617_S_5-LC	7.47	953
103	103	TQS3_210129_103	20200617_S_6-LC	7.49	661
104	104	TQS3_210129_104	Blank	7.54	888
105	105	TQS3_210129_105	Std 3.125 ng/ml matrix	7.47	69785
106	106	TQS3_210129_106	Blank	7.56	790
107	107	TQS3_210129_107	20200617_S_7-LC	7.42	2502
108	108	TQS3_210129_108	20200617_S_8_9-LC	7.49	1818
109	109	TQS3_210129_109	20200617_S_10_12-LC	7.44	3591
110	110	TQS3_210129_110	20200813_S_1_2-LC	7.45	748
111	111	TQS3_210129_111	20200813_S_3-LC	7.47	585
112	112	TQS3_210129_112	20200813_S_4-LC	7.46	1178
113	113	TQS3_210129_113	20200813_S_5-LC	7.45	1183
114	114	TQS3_210129_114	20200813_S_6-LC	7.40	1480
115	115	TQS3_210129_115	20200813_S_7-LC	7.45	665
116	116	TQS3_210129_116	20200813_S_8_12-LC	7.42	981
117	117	TQS3_210129_117	Blank	7.43	814
118	118	TQS3_210129_118	Std 3.125 ng/ml matrix	7.48	69182
119	119	TQS3_210129_119	Blank	7.24	633
120	120	TQS3_210129_120	20200816_S_1-LC	7.45	968
121	121	TQS3_210129_121	20200816_S_2-LC	7.46	1165
122	122	TQS3_210129_122	20200816_S_3-LC	7.44	4184
123	123	TQS3_210129_123	20200816_S_4-LC	7.44	1708
124	124	TQS3_210129_124	20200816_S_5-LC	7.43	997
125	125	TQS3_210129_125	20190315_S_1_2-B	7.44	3530
126	126	TQS3_210129_126	20190606_S_1_2-B	7.45	1888
127	127	TQS3_210129_127	20200924_S_1_9-B	7.44	2135
128	128	TQS3_210129_128	20201008_S_1_12-LC	7.44	2395
129	129	TQS3_210129_129	20201023_S_1_2-LC	7.40	1315
130	130	TQS3_210129_130	Blank	7.43	1453
131	131	TQS3_210129_131	Std 3.125 ng/ml matrix	7.47	70812
132	132	TQS3_210129_132	Blank	7.42	892
133	133	TQS3_210129_133	20201023_S_3-LC	7.49	686
134	134	TQS3_210129_134	20201023_S_4-LC	7.43	2860
135	135	TQS3_210129_135	20201023_S_5-LC	7.49	507
136	136	TQS3_210129_136	20201023_S_6-LC	7.41	945
137	137	TQS3_210129_137	20201023_S_7-LC	7.47	940
138	138	TQS3_210129_138	20201023_S_8-LC	7.44	1739
139	139	TQS3_210129_139	Blank	7.42	717
140	140	TQS3_210129_140	Std 3.125 ng/ml matrix	7.46	74101
141	141	TQS3_210129_141	Std 3.125 ng/ml Solvent	7.47	34840
142	142	TQS3_210129_142	Blank	7.30	651
143	143	TQS3_210129_143	20201008_W_1_12-LC	7.48	881
144	144	TQS3_210129_144	20201023_W_1_2-LC	7.44	596
145	145	TQS3_210129_145	20201023_W_3-LC	7.44	884
146	146	TQS3_210129_146	20201023_W_4-LC	7.44	1877
147	147	TQS3_210129_147	20201023_W_5-LC	7.44	1922
148	148	TQS3_210129_148	20201023_W_6-LC	7.44	1110
149	149	TQS3_210129_149	20201023_W_7-LC	7.44	1407
150	150	TQS3_210129_150	20201023_W_8-LC	7.42	3158
151	151	TQS3_210129_151	20201023_W_9_12-LC	7.43	2552
152	152	TQS3_210129_152	Blank	7.60	742
